Borough,Year,Sector,Fuel,KtCO2e
Barking and Dagenham,2016,Domestic,Electricity,82.08918024
Barnet,2016,Domestic,Electricity,191.5801075
Bexley,2016,Domestic,Electricity,116.5314236
Brent,2016,Domestic,Electricity,131.8086633
Bromley,2016,Domestic,Electricity,170.3604755
Camden,2016,Domestic,Electricity,107.6615273
City of London,2016,Domestic,Electricity,8.210759731
Croydon,2016,Domestic,Electricity,181.7146067
Ealing,2016,Domestic,Electricity,145.9909336
Enfield,2016,Domestic,Electricity,152.0634787
Greenwich,2016,Domestic,Electricity,115.1304091
Hackney,2016,Domestic,Electricity,106.147438
Hammersmith and Fulham,2016,Domestic,Electricity,87.66264217
Haringey,2016,Domestic,Electricity,112.071397
Harrow,2016,Domestic,Electricity,109.000296
Havering,2016,Domestic,Electricity,125.4234188
Hillingdon,2016,Domestic,Electricity,132.2431948
Hounslow,2016,Domestic,Electricity,118.0408184
Islington,2016,Domestic,Electricity,97.92871032
Kensington and Chelsea,2016,Domestic,Electricity,114.1397322
Kingston,2016,Domestic,Electricity,81.65600219
Lambeth,2016,Domestic,Electricity,135.7112524
Lewisham,2016,Domestic,Electricity,127.664608
Merton,2016,Domestic,Electricity,97.28003036
Newham,2016,Domestic,Electricity,116.3807622
Redbridge,2016,Domestic,Electricity,123.2810554
Richmond,2016,Domestic,Electricity,104.9091574
Southwark,2016,Domestic,Electricity,137.2381743
Sutton,2016,Domestic,Electricity,100.2022156
Tower Hamlets,2016,Domestic,Electricity,127.1510596
Waltham Forest,2016,Domestic,Electricity,107.8781843
Wandsworth,2016,Domestic,Electricity,153.4154767
Westminster,2016,Domestic,Electricity,150.0687256
Unapportioned,2016,Domestic,Electricity,-
Barking and Dagenham,2016,Domestic,Gas,130.7151684
Barnet,2016,Domestic,Gas,383.1357355
Bexley,2016,Domestic,Gas,234.7097475
Brent,2016,Domestic,Gas,269.7477675
Bromley,2016,Domestic,Gas,387.284825
Camden,2016,Domestic,Gas,167.7321461
City of London,2016,Domestic,Gas,5.292571887
Croydon,2016,Domestic,Gas,387.7519935
Ealing,2016,Domestic,Gas,292.6788321
Enfield,2016,Domestic,Gas,272.6195377
Greenwich,2016,Domestic,Gas,214.7214277
Hackney,2016,Domestic,Gas,171.3958043
Hammersmith and Fulham,2016,Domestic,Gas,154.9825502
Haringey,2016,Domestic,Gas,222.3195425
Harrow,2016,Domestic,Gas,249.9280596
Havering,2016,Domestic,Gas,235.5874354
Hillingdon,2016,Domestic,Gas,252.7615408
Hounslow,2016,Domestic,Gas,222.4985492
Islington,2016,Domestic,Gas,158.6949585
Kensington and Chelsea,2016,Domestic,Gas,153.6352602
Kingston,2016,Domestic,Gas,169.6407201
Lambeth,2016,Domestic,Gas,263.1025027
Lewisham,2016,Domestic,Gas,252.4138319
Merton,2016,Domestic,Gas,202.8259747
Newham,2016,Domestic,Gas,191.1491505
Redbridge,2016,Domestic,Gas,253.0984549
Richmond,2016,Domestic,Gas,227.1842758
Southwark,2016,Domestic,Gas,197.3181195
Sutton,2016,Domestic,Gas,198.0715185
Tower Hamlets,2016,Domestic,Gas,123.6235858
Waltham Forest,2016,Domestic,Gas,211.2218807
Wandsworth,2016,Domestic,Gas,288.3943934
Westminster,2016,Domestic,Gas,169.5898322
Unapportioned,2016,Domestic,Gas,-
Barking and Dagenham,2016,Domestic,Coal,1.51106264
Barnet,2016,Domestic,Coal,1.51106264
Bexley,2016,Domestic,Coal,1.8888283
Brent,2016,Domestic,Coal,1.13329698
Bromley,2016,Domestic,Coal,2.26659396
Camden,2016,Domestic,Coal,0.37776566
City of London,2016,Domestic,Coal,0
Croydon,2016,Domestic,Coal,2.64435962
Ealing,2016,Domestic,Coal,1.51106264
Enfield,2016,Domestic,Coal,2.26659396
Greenwich,2016,Domestic,Coal,1.51106264
Hackney,2016,Domestic,Coal,0.37776566
Hammersmith and Fulham,2016,Domestic,Coal,0.37776566
Haringey,2016,Domestic,Coal,1.13329698
Harrow,2016,Domestic,Coal,1.13329698
Havering,2016,Domestic,Coal,2.26659396
Hillingdon,2016,Domestic,Coal,1.51106264
Hounslow,2016,Domestic,Coal,1.51106264
Islington,2016,Domestic,Coal,0.37776566
Kensington and Chelsea,2016,Domestic,Coal,0.37776566
Kingston,2016,Domestic,Coal,1.13329698
Lambeth,2016,Domestic,Coal,1.13329698
Lewisham,2016,Domestic,Coal,1.51106264
Merton,2016,Domestic,Coal,1.51106264
Newham,2016,Domestic,Coal,1.51106264
Redbridge,2016,Domestic,Coal,1.51106264
Richmond,2016,Domestic,Coal,1.13329698
Southwark,2016,Domestic,Coal,1.13329698
Sutton,2016,Domestic,Coal,1.51106264
Tower Hamlets,2016,Domestic,Coal,0.37776566
Waltham Forest,2016,Domestic,Coal,1.51106264
Wandsworth,2016,Domestic,Coal,1.51106264
Westminster,2016,Domestic,Coal,0.37776566
Unapportioned,2016,Domestic,Coal,-
Barking and Dagenham,2016,Domestic,Oil,0.64318552
Barnet,2016,Domestic,Oil,2.25114932
Bexley,2016,Domestic,Oil,1.6079638
Brent,2016,Domestic,Oil,1.28637104
Bromley,2016,Domestic,Oil,3.85911312
Camden,2016,Domestic,Oil,2.57274208
City of London,2016,Domestic,Oil,0
Croydon,2016,Domestic,Oil,2.25114932
Ealing,2016,Domestic,Oil,1.6079638
Enfield,2016,Domestic,Oil,1.6079638
Greenwich,2016,Domestic,Oil,1.28637104
Hackney,2016,Domestic,Oil,0.96477828
Hammersmith and Fulham,2016,Domestic,Oil,0.96477828
Haringey,2016,Domestic,Oil,0.96477828
Harrow,2016,Domestic,Oil,1.6079638
Havering,2016,Domestic,Oil,1.92955656
Hillingdon,2016,Domestic,Oil,2.57274208
Hounslow,2016,Domestic,Oil,1.92955656
Islington,2016,Domestic,Oil,0.96477828
Kensington and Chelsea,2016,Domestic,Oil,2.25114932
Kingston,2016,Domestic,Oil,0.96477828
Lambeth,2016,Domestic,Oil,1.6079638
Lewisham,2016,Domestic,Oil,0.96477828
Merton,2016,Domestic,Oil,1.28637104
Newham,2016,Domestic,Oil,0.64318552
Redbridge,2016,Domestic,Oil,1.28637104
Richmond,2016,Domestic,Oil,1.6079638
Southwark,2016,Domestic,Oil,2.25114932
Sutton,2016,Domestic,Oil,1.28637104
Tower Hamlets,2016,Domestic,Oil,1.28637104
Waltham Forest,2016,Domestic,Oil,0.96477828
Wandsworth,2016,Domestic,Oil,1.6079638
Westminster,2016,Domestic,Oil,3.2159276
Unapportioned,2016,Domestic,Oil,-
Barking and Dagenham,2016,Industrial and Commercial,Electricity w/o rail,99.31953662
Barnet,2016,Industrial and Commercial,Electricity w/o rail,126.2197658
Bexley,2016,Industrial and Commercial,Electricity w/o rail,111.4464538
Brent,2016,Industrial and Commercial,Electricity w/o rail,160.8809999
Bromley,2016,Industrial and Commercial,Electricity w/o rail,111.5822063
Camden,2016,Industrial and Commercial,Electricity w/o rail,371.4086568
City of London,2016,Industrial and Commercial,Electricity w/o rail,646.1574624
Croydon,2016,Industrial and Commercial,Electricity w/o rail,164.69123
Ealing,2016,Industrial and Commercial,Electricity w/o rail,238.593539
Enfield,2016,Industrial and Commercial,Electricity w/o rail,146.8629704
Greenwich,2016,Industrial and Commercial,Electricity w/o rail,125.9003885
Hackney,2016,Industrial and Commercial,Electricity w/o rail,160.6835509
Hammersmith and Fulham,2016,Industrial and Commercial,Electricity w/o rail,185.60565
Haringey,2016,Industrial and Commercial,Electricity w/o rail,101.5402958
Harrow,2016,Industrial and Commercial,Electricity w/o rail,55.56995214
Havering,2016,Industrial and Commercial,Electricity w/o rail,101.0803262
Hillingdon,2016,Industrial and Commercial,Electricity w/o rail,274.904256
Hounslow,2016,Industrial and Commercial,Electricity w/o rail,264.8368075
Islington,2016,Industrial and Commercial,Electricity w/o rail,230.2102397
Kensington and Chelsea,2016,Industrial and Commercial,Electricity w/o rail,313.782738
Kingston,2016,Industrial and Commercial,Electricity w/o rail,96.80431433
Lambeth,2016,Industrial and Commercial,Electricity w/o rail,160.9281405
Lewisham,2016,Industrial and Commercial,Electricity w/o rail,71.05885508
Merton,2016,Industrial and Commercial,Electricity w/o rail,126.9259518
Newham,2016,Industrial and Commercial,Electricity w/o rail,302.4126516
Redbridge,2016,Industrial and Commercial,Electricity w/o rail,63.71207633
Richmond,2016,Industrial and Commercial,Electricity w/o rail,87.93082263
Southwark,2016,Industrial and Commercial,Electricity w/o rail,357.0232581
Sutton,2016,Industrial and Commercial,Electricity w/o rail,105.2034132
Tower Hamlets,2016,Industrial and Commercial,Electricity w/o rail,654.3536942
Waltham Forest,2016,Industrial and Commercial,Electricity w/o rail,93.62212896
Wandsworth,2016,Industrial and Commercial,Electricity w/o rail,118.135029
Westminster,2016,Industrial and Commercial,Electricity w/o rail,920.8505636
Unapportioned,2016,Industrial and Commercial,Electricity w/o rail,-40.26438398
Barking and Dagenham,2016,Industrial and Commercial,Gas,47.41792806
Barnet,2016,Industrial and Commercial,Gas,92.8304489
Bexley,2016,Industrial and Commercial,Gas,58.95538583
Brent,2016,Industrial and Commercial,Gas,95.11934964
Bromley,2016,Industrial and Commercial,Gas,73.93512408
Camden,2016,Industrial and Commercial,Gas,260.3915644
City of London,2016,Industrial and Commercial,Gas,136.9767459
Croydon,2016,Industrial and Commercial,Gas,85.27414731
Ealing,2016,Industrial and Commercial,Gas,121.5298464
Enfield,2016,Industrial and Commercial,Gas,89.10692101
Greenwich,2016,Industrial and Commercial,Gas,89.76608094
Hackney,2016,Industrial and Commercial,Gas,59.02768514
Hammersmith and Fulham,2016,Industrial and Commercial,Gas,97.86879407
Haringey,2016,Industrial and Commercial,Gas,61.77088585
Harrow,2016,Industrial and Commercial,Gas,43.92575323
Havering,2016,Industrial and Commercial,Gas,40.40560926
Hillingdon,2016,Industrial and Commercial,Gas,120.1362539
Hounslow,2016,Industrial and Commercial,Gas,115.4575999
Islington,2016,Industrial and Commercial,Gas,120.7202849
Kensington and Chelsea,2016,Industrial and Commercial,Gas,154.0995646
Kingston,2016,Industrial and Commercial,Gas,44.65153003
Lambeth,2016,Industrial and Commercial,Gas,159.8851508
Lewisham,2016,Industrial and Commercial,Gas,67.04736612
Merton,2016,Industrial and Commercial,Gas,58.18396257
Newham,2016,Industrial and Commercial,Gas,75.85329475
Redbridge,2016,Industrial and Commercial,Gas,40.35173674
Richmond,2016,Industrial and Commercial,Gas,59.94427363
Southwark,2016,Industrial and Commercial,Gas,179.5671597
Sutton,2016,Industrial and Commercial,Gas,44.43820509
Tower Hamlets,2016,Industrial and Commercial,Gas,131.8227183
Waltham Forest,2016,Industrial and Commercial,Gas,49.62447183
Wandsworth,2016,Industrial and Commercial,Gas,111.6225805
Westminster,2016,Industrial and Commercial,Gas,441.7539687
Unapportioned,2016,Industrial and Commercial,Gas,13.47264504
Barking and Dagenham,2016,Industrial and Commercial,Coal,0.37776566
Barnet,2016,Industrial and Commercial,Coal,0.75553132
Bexley,2016,Industrial and Commercial,Coal,0.37776566
Brent,2016,Industrial and Commercial,Coal,0
Bromley,2016,Industrial and Commercial,Coal,0
Camden,2016,Industrial and Commercial,Coal,0
City of London,2016,Industrial and Commercial,Coal,0
Croydon,2016,Industrial and Commercial,Coal,0
Ealing,2016,Industrial and Commercial,Coal,0.37776566
Enfield,2016,Industrial and Commercial,Coal,0
Greenwich,2016,Industrial and Commercial,Coal,0
Hackney,2016,Industrial and Commercial,Coal,0.37776566
Hammersmith and Fulham,2016,Industrial and Commercial,Coal,0
Haringey,2016,Industrial and Commercial,Coal,0
Harrow,2016,Industrial and Commercial,Coal,0
Havering,2016,Industrial and Commercial,Coal,0.37776566
Hillingdon,2016,Industrial and Commercial,Coal,0
Hounslow,2016,Industrial and Commercial,Coal,0.37776566
Islington,2016,Industrial and Commercial,Coal,0.37776566
Kensington and Chelsea,2016,Industrial and Commercial,Coal,0
Kingston,2016,Industrial and Commercial,Coal,0.37776566
Lambeth,2016,Industrial and Commercial,Coal,0
Lewisham,2016,Industrial and Commercial,Coal,0
Merton,2016,Industrial and Commercial,Coal,0.75553132
Newham,2016,Industrial and Commercial,Coal,0.37776566
Redbridge,2016,Industrial and Commercial,Coal,0.37776566
Richmond,2016,Industrial and Commercial,Coal,0
Southwark,2016,Industrial and Commercial,Coal,0.37776566
Sutton,2016,Industrial and Commercial,Coal,0
Tower Hamlets,2016,Industrial and Commercial,Coal,1.13329698
Waltham Forest,2016,Industrial and Commercial,Coal,0
Wandsworth,2016,Industrial and Commercial,Coal,0
Westminster,2016,Industrial and Commercial,Coal,6.79978188
Unapportioned,2016,Industrial and Commercial,Coal,-
Barking and Dagenham,2016,Industrial and Commercial,Oil,27.97857012
Barnet,2016,Industrial and Commercial,Oil,15.75804524
Bexley,2016,Industrial and Commercial,Oil,27.3353846
Brent,2016,Industrial and Commercial,Oil,22.18990044
Bromley,2016,Industrial and Commercial,Oil,20.9035294
Camden,2016,Industrial and Commercial,Oil,18.97397284
City of London,2016,Industrial and Commercial,Oil,14.79326696
Croydon,2016,Industrial and Commercial,Oil,9.32619004
Ealing,2016,Industrial and Commercial,Oil,25.7274208
Enfield,2016,Industrial and Commercial,Oil,23.15467872
Greenwich,2016,Industrial and Commercial,Oil,20.58193664
Hackney,2016,Industrial and Commercial,Oil,6.75344796
Hammersmith and Fulham,2016,Industrial and Commercial,Oil,9.6477828
Haringey,2016,Industrial and Commercial,Oil,6.75344796
Harrow,2016,Industrial and Commercial,Oil,5.78866968
Havering,2016,Industrial and Commercial,Oil,17.6876018
Hillingdon,2016,Industrial and Commercial,Oil,128.637104
Hounslow,2016,Industrial and Commercial,Oil,17.6876018
Islington,2016,Industrial and Commercial,Oil,6.4318552
Kensington and Chelsea,2016,Industrial and Commercial,Oil,2.25114932
Kingston,2016,Industrial and Commercial,Oil,8.68300452
Lambeth,2016,Industrial and Commercial,Oil,4.50229864
Lewisham,2016,Industrial and Commercial,Oil,2.57274208
Merton,2016,Industrial and Commercial,Oil,7.39663348
Newham,2016,Industrial and Commercial,Oil,35.69679636
Redbridge,2016,Industrial and Commercial,Oil,9.00459728
Richmond,2016,Industrial and Commercial,Oil,7.39663348
Southwark,2016,Industrial and Commercial,Oil,8.68300452
Sutton,2016,Industrial and Commercial,Oil,8.039819
Tower Hamlets,2016,Industrial and Commercial,Oil,21.54671492
Waltham Forest,2016,Industrial and Commercial,Oil,9.32619004
Wandsworth,2016,Industrial and Commercial,Oil,5.46707692
Westminster,2016,Industrial and Commercial,Oil,52.74121264
Unapportioned,2016,Industrial and Commercial,Oil,-
Barking and Dagenham,2016,Industrial and Commercial,Waste and Renewables,6.614183745
Barnet,2016,Industrial and Commercial,Waste and Renewables,6.291540635
Bexley,2016,Industrial and Commercial,Waste and Renewables,12.09911661
Brent,2016,Industrial and Commercial,Waste and Renewables,4.678325088
Bromley,2016,Industrial and Commercial,Waste and Renewables,7.904756183
Camden,2016,Industrial and Commercial,Waste and Renewables,1.451893993
City of London,2016,Industrial and Commercial,Waste and Renewables,0
Croydon,2016,Industrial and Commercial,Waste and Renewables,10.3245795
Ealing,2016,Industrial and Commercial,Waste and Renewables,6.936826854
Enfield,2016,Industrial and Commercial,Waste and Renewables,8.550042402
Greenwich,2016,Industrial and Commercial,Waste and Renewables,6.45286219
Hackney,2016,Industrial and Commercial,Waste and Renewables,2.419823321
Hammersmith and Fulham,2016,Industrial and Commercial,Waste and Renewables,2.581144876
Haringey,2016,Industrial and Commercial,Waste and Renewables,5.000968197
Harrow,2016,Industrial and Commercial,Waste and Renewables,4.839646642
Havering,2016,Industrial and Commercial,Waste and Renewables,7.259469964
Hillingdon,2016,Industrial and Commercial,Waste and Renewables,15.3255477
Hounslow,2016,Industrial and Commercial,Waste and Renewables,10.80854417
Islington,2016,Industrial and Commercial,Waste and Renewables,1.774537102
Kensington and Chelsea,2016,Industrial and Commercial,Waste and Renewables,1.451893993
Kingston,2016,Industrial and Commercial,Waste and Renewables,3.710395759
Lambeth,2016,Industrial and Commercial,Waste and Renewables,4.355681978
Lewisham,2016,Industrial and Commercial,Waste and Renewables,6.936826854
Merton,2016,Industrial and Commercial,Waste and Renewables,6.614183745
Newham,2016,Industrial and Commercial,Waste and Renewables,7.259469964
Redbridge,2016,Industrial and Commercial,Waste and Renewables,6.936826854
Richmond,2016,Industrial and Commercial,Waste and Renewables,4.678325088
Southwark,2016,Industrial and Commercial,Waste and Renewables,3.549074204
Sutton,2016,Industrial and Commercial,Waste and Renewables,5.323611307
Tower Hamlets,2016,Industrial and Commercial,Waste and Renewables,7.420791518
Waltham Forest,2016,Industrial and Commercial,Waste and Renewables,7.582113073
Wandsworth,2016,Industrial and Commercial,Waste and Renewables,5.484932861
Westminster,2016,Industrial and Commercial,Waste and Renewables,1.451893993
Unapportioned,2016,Industrial and Commercial,Waste and Renewables,-
Barking and Dagenham,2016,Transport,Aviation,0
Barnet,2016,Transport,Aviation,0.22923437
Bexley,2016,Transport,Aviation,9.378894704
Brent,2016,Transport,Aviation,0.338353697
Bromley,2016,Transport,Aviation,1.425213141
Camden,2016,Transport,Aviation,0
City of London,2016,Transport,Aviation,1.458253483
Croydon,2016,Transport,Aviation,0.28587581
Ealing,2016,Transport,Aviation,0.184032461
Enfield,2016,Transport,Aviation,0.363548724
Greenwich,2016,Transport,Aviation,7.548949608
Hackney,2016,Transport,Aviation,0.132818059
Hammersmith and Fulham,2016,Transport,Aviation,15.29824873
Haringey,2016,Transport,Aviation,0
Harrow,2016,Transport,Aviation,0.241761763
Havering,2016,Transport,Aviation,3.3443465
Hillingdon,2016,Transport,Aviation,683.6379427
Hounslow,2016,Transport,Aviation,106.880714
Islington,2016,Transport,Aviation,0
Kensington and Chelsea,2016,Transport,Aviation,1.934482499
Kingston,2016,Transport,Aviation,0
Lambeth,2016,Transport,Aviation,0
Lewisham,2016,Transport,Aviation,0.01072444
Merton,2016,Transport,Aviation,0
Newham,2016,Transport,Aviation,43.31657937
Redbridge,2016,Transport,Aviation,0.963889992
Richmond,2016,Transport,Aviation,45.26364101
Southwark,2016,Transport,Aviation,1.45156575
Sutton,2016,Transport,Aviation,0.044633432
Tower Hamlets,2016,Transport,Aviation,14.45675646
Waltham Forest,2016,Transport,Aviation,0.669040036
Wandsworth,2016,Transport,Aviation,13.66709718
Westminster,2016,Transport,Aviation,0
Unapportioned,2016,Transport,Aviation,-
Barking and Dagenham,2016,Transport,Shipping,4.6833
Barnet,2016,Transport,Shipping,0
Bexley,2016,Transport,Shipping,2.4082
Brent,2016,Transport,Shipping,0
Bromley,2016,Transport,Shipping,0
Camden,2016,Transport,Shipping,0
City of London,2016,Transport,Shipping,5.6036
Croydon,2016,Transport,Shipping,0
Ealing,2016,Transport,Shipping,0
Enfield,2016,Transport,Shipping,0
Greenwich,2016,Transport,Shipping,3.8864
Hackney,2016,Transport,Shipping,0
Hammersmith and Fulham,2016,Transport,Shipping,0.0065
Haringey,2016,Transport,Shipping,0
Harrow,2016,Transport,Shipping,0
Havering,2016,Transport,Shipping,1.1335
Hillingdon,2016,Transport,Shipping,0
Hounslow,2016,Transport,Shipping,0
Islington,2016,Transport,Shipping,0
Kensington and Chelsea,2016,Transport,Shipping,0.0151
Kingston,2016,Transport,Shipping,0
Lambeth,2016,Transport,Shipping,0.0207
Lewisham,2016,Transport,Shipping,0.6967
Merton,2016,Transport,Shipping,0
Newham,2016,Transport,Shipping,4.7253
Redbridge,2016,Transport,Shipping,0
Richmond,2016,Transport,Shipping,0
Southwark,2016,Transport,Shipping,4.8346
Sutton,2016,Transport,Shipping,0
Tower Hamlets,2016,Transport,Shipping,10.7051
Waltham Forest,2016,Transport,Shipping,0
Wandsworth,2016,Transport,Shipping,0.0076
Westminster,2016,Transport,Shipping,4.2277
Unapportioned,2016,Transport,Shipping,-
Barking and Dagenham,2016,Transport,Railways diesel,1.705768264
Barnet,2016,Transport,Railways diesel,5.419713617
Bexley,2016,Transport,Railways diesel,0.881898399
Brent,2016,Transport,Railways diesel,8.948791168
Bromley,2016,Transport,Railways diesel,0.763558901
Camden,2016,Transport,Railways diesel,7.006704066
City of London,2016,Transport,Railways diesel,0
Croydon,2016,Transport,Railways diesel,1.359427194
Ealing,2016,Transport,Railways diesel,14.45397051
Enfield,2016,Transport,Railways diesel,0.614198215
Greenwich,2016,Transport,Railways diesel,0.626263084
Hackney,2016,Transport,Railways diesel,0.867219151
Hammersmith and Fulham,2016,Transport,Railways diesel,2.884480059
Haringey,2016,Transport,Railways diesel,2.47459
Harrow,2016,Transport,Railways diesel,3.726786909
Havering,2016,Transport,Railways diesel,2.076492064
Hillingdon,2016,Transport,Railways diesel,11.48464612
Hounslow,2016,Transport,Railways diesel,0.392446261
Islington,2016,Transport,Railways diesel,1.820358665
Kensington and Chelsea,2016,Transport,Railways diesel,2.164333854
Kingston,2016,Transport,Railways diesel,0.575971582
Lambeth,2016,Transport,Railways diesel,0.958984026
Lewisham,2016,Transport,Railways diesel,1.408046198
Merton,2016,Transport,Railways diesel,0.743810976
Newham,2016,Transport,Railways diesel,2.476457045
Redbridge,2016,Transport,Railways diesel,0.735488348
Richmond,2016,Transport,Railways diesel,0.136729351
Southwark,2016,Transport,Railways diesel,0.709204209
Sutton,2016,Transport,Railways diesel,0
Tower Hamlets,2016,Transport,Railways diesel,0.001919134
Waltham Forest,2016,Transport,Railways diesel,2.101146546
Wandsworth,2016,Transport,Railways diesel,1.456241724
Westminster,2016,Transport,Railways diesel,2.974162546
Unapportioned,2016,Transport,Railways diesel,-
Barking and Dagenham,2016,Transport,Railways electric,13.84826734
Barnet,2016,Transport,Railways electric,24.79104159
Bexley,2016,Transport,Railways electric,6.360228005
Brent,2016,Transport,Railways electric,30.79344448
Bromley,2016,Transport,Railways electric,15.09399924
Camden,2016,Transport,Railways electric,32.75795005
City of London,2016,Transport,Railways electric,14.17288477
Croydon,2016,Transport,Railways electric,18.36877333
Ealing,2016,Transport,Railways electric,19.16572685
Enfield,2016,Transport,Railways electric,13.33678597
Greenwich,2016,Transport,Railways electric,9.972406384
Hackney,2016,Transport,Railways electric,7.409067816
Hammersmith and Fulham,2016,Transport,Railways electric,14.30290656
Haringey,2016,Transport,Railways electric,18.9940382
Harrow,2016,Transport,Railways electric,14.17349238
Havering,2016,Transport,Railways electric,14.07010495
Hillingdon,2016,Transport,Railways electric,16.38063051
Hounslow,2016,Transport,Railways electric,13.28057834
Islington,2016,Transport,Railways electric,17.09666657
Kensington and Chelsea,2016,Transport,Railways electric,17.93842432
Kingston,2016,Transport,Railways electric,5.305543557
Lambeth,2016,Transport,Railways electric,34.33837513
Lewisham,2016,Transport,Railways electric,15.28790041
Merton,2016,Transport,Railways electric,16.28702675
Newham,2016,Transport,Railways electric,32.19292361
Redbridge,2016,Transport,Railways electric,13.86133831
Richmond,2016,Transport,Railways electric,6.915707291
Southwark,2016,Transport,Railways electric,21.13755421
Sutton,2016,Transport,Railways electric,3.120125656
Tower Hamlets,2016,Transport,Railways electric,30.24732911
Waltham Forest,2016,Transport,Railways electric,9.745910515
Wandsworth,2016,Transport,Railways electric,29.76831285
Westminster,2016,Transport,Railways electric,48.30236055
Unapportioned,2016,Transport,Railways electric,40.26438398
Barking and Dagenham,2016,Transport,Road Transport,130.781
Barnet,2016,Transport,Road Transport,381.514
Bexley,2016,Transport,Road Transport,185.674
Brent,2016,Transport,Road Transport,205.078
Bromley,2016,Transport,Road Transport,251.284
Camden,2016,Transport,Road Transport,153.255
City of London,2016,Transport,Road Transport,51.707
Croydon,2016,Transport,Road Transport,235.299
Ealing,2016,Transport,Road Transport,278.792
Enfield,2016,Transport,Road Transport,358.21
Greenwich,2016,Transport,Road Transport,214.411
Hackney,2016,Transport,Road Transport,119.572
Hammersmith and Fulham,2016,Transport,Road Transport,109.934
Haringey,2016,Transport,Road Transport,132.304
Harrow,2016,Transport,Road Transport,137.599
Havering,2016,Transport,Road Transport,345.585
Hillingdon,2016,Transport,Road Transport,402.434
Hounslow,2016,Transport,Road Transport,284.398
Islington,2016,Transport,Road Transport,98.633
Kensington and Chelsea,2016,Transport,Road Transport,116.087
Kingston,2016,Transport,Road Transport,156.792
Lambeth,2016,Transport,Road Transport,162.501
Lewisham,2016,Transport,Road Transport,150.559
Merton,2016,Transport,Road Transport,131.605
Newham,2016,Transport,Road Transport,175.182
Redbridge,2016,Transport,Road Transport,250.211
Richmond,2016,Transport,Road Transport,163.332
Southwark,2016,Transport,Road Transport,159.161
Sutton,2016,Transport,Road Transport,112.212
Tower Hamlets,2016,Transport,Road Transport,154.926
Waltham Forest,2016,Transport,Road Transport,175.904
Wandsworth,2016,Transport,Road Transport,166.617
Westminster,2016,Transport,Road Transport,252.762
Unapportioned,2016,Transport,Road Transport,-
Barking and Dagenham,2015,Domestic,Electricity,103.5894041
Barnet,2015,Domestic,Electricity,242.089762
Bexley,2015,Domestic,Electricity,148.5410055
Brent,2015,Domestic,Electricity,165.2927441
Bromley,2015,Domestic,Electricity,217.8025871
Camden,2015,Domestic,Electricity,135.4476691
City of London,2015,Domestic,Electricity,10.73821748
Croydon,2015,Domestic,Electricity,231.8008337
Ealing,2015,Domestic,Electricity,185.1898847
Enfield,2015,Domestic,Electricity,192.8170099
Greenwich,2015,Domestic,Electricity,144.9952917
Hackney,2015,Domestic,Electricity,133.633047
Hammersmith and Fulham,2015,Domestic,Electricity,110.7019674
Haringey,2015,Domestic,Electricity,141.8756684
Harrow,2015,Domestic,Electricity,137.4426894
Havering,2015,Domestic,Electricity,159.9788905
Hillingdon,2015,Domestic,Electricity,166.7707693
Hounslow,2015,Domestic,Electricity,148.7049446
Islington,2015,Domestic,Electricity,123.0381103
Kensington and Chelsea,2015,Domestic,Electricity,144.3396537
Kingston,2015,Domestic,Electricity,103.6906493
Lambeth,2015,Domestic,Electricity,170.4233624
Lewisham,2015,Domestic,Electricity,160.4555575
Merton,2015,Domestic,Electricity,123.3019465
Newham,2015,Domestic,Electricity,145.6205772
Redbridge,2015,Domestic,Electricity,156.6826617
Richmond,2015,Domestic,Electricity,132.5725962
Southwark,2015,Domestic,Electricity,171.5319161
Sutton,2015,Domestic,Electricity,128.2628657
Tower Hamlets,2015,Domestic,Electricity,156.4636794
Waltham Forest,2015,Domestic,Electricity,137.0038138
Wandsworth,2015,Domestic,Electricity,192.6574449
Westminster,2015,Domestic,Electricity,187.570225
Unapportioned,2015,Domestic,Electricity,-
Barking and Dagenham,2015,Domestic,Gas,128.7642198
Barnet,2015,Domestic,Gas,381.096035
Bexley,2015,Domestic,Gas,219.5026159
Brent,2015,Domestic,Gas,269.0018325
Bromley,2015,Domestic,Gas,364.0300726
Camden,2015,Domestic,Gas,167.523291
City of London,2015,Domestic,Gas,5.30780382
Croydon,2015,Domestic,Gas,363.5299389
Ealing,2015,Domestic,Gas,290.9187085
Enfield,2015,Domestic,Gas,271.2815751
Greenwich,2015,Domestic,Gas,200.4601545
Hackney,2015,Domestic,Gas,169.3767503
Hammersmith and Fulham,2015,Domestic,Gas,153.392414
Haringey,2015,Domestic,Gas,221.5920196
Harrow,2015,Domestic,Gas,248.6194802
Havering,2015,Domestic,Gas,234.5542972
Hillingdon,2015,Domestic,Gas,249.831977
Hounslow,2015,Domestic,Gas,203.2603792
Islington,2015,Domestic,Gas,157.8503771
Kensington and Chelsea,2015,Domestic,Gas,152.7297374
Kingston,2015,Domestic,Gas,158.3077973
Lambeth,2015,Domestic,Gas,244.9505804
Lewisham,2015,Domestic,Gas,235.6867399
Merton,2015,Domestic,Gas,189.3541551
Newham,2015,Domestic,Gas,190.0635039
Redbridge,2015,Domestic,Gas,250.747724
Richmond,2015,Domestic,Gas,208.6926433
Southwark,2015,Domestic,Gas,183.6662751
Sutton,2015,Domestic,Gas,185.2140512
Tower Hamlets,2015,Domestic,Gas,123.1654881
