Year,Code,Area,Industry,Business Count
2014,E09000021,Kingston upon Thames,Retail,860
2014,E09000022,Lambeth,Retail,"1,100"
2014,E09000023,Lewisham,Retail,960
2014,E09000024,Merton,Retail,880
2014,E09000025,Newham,Retail,"1,465"
2014,E09000026,Redbridge,Retail,"1,205"
2014,E09000027,Richmond upon Thames,Retail,"1,065"
2014,E09000028,Southwark,Retail,"1,225"
2014,E09000029,Sutton,Retail,725
2014,E09000030,Tower Hamlets,Retail,"1,260"
2014,E09000031,Waltham Forest,Retail,"1,055"
2014,E09000032,Wandsworth,Retail,"1,475"
2014,E09000033,Westminster,Retail,"4,130"
2013,E09000001,City of London,Retail,655
2013,E09000002,Barking and Dagenham,Retail,545
2013,E09000003,Barnet,Retail,"1,890"
2013,E09000004,Bexley,Retail,770
2013,E09000005,Brent,Retail,"1,360"
2013,E09000006,Bromley,Retail,"1,335"
2013,E09000007,Camden,Retail,"1,990"
2013,E09000008,Croydon,Retail,"1,455"
2013,E09000009,Ealing,Retail,"1,505"
2013,E09000010,Enfield,Retail,"1,240"
2013,E09000011,Greenwich,Retail,875
2013,E09000012,Hackney,Retail,"1,135"
2013,E09000013,Hammersmith and Fulham,Retail,"1,365"
2013,E09000014,Haringey,Retail,"1,160"
2013,E09000015,Harrow,Retail,"1,130"
2013,E09000016,Havering,Retail,980
2013,E09000017,Hillingdon,Retail,"1,295"
2013,E09000018,Hounslow,Retail,"1,080"
2013,E09000019,Islington,Retail,"1,190"
2013,E09000020,Kensington and Chelsea,Retail,"1,825"
2013,E09000021,Kingston upon Thames,Retail,850
2013,E09000022,Lambeth,Retail,"1,045"
2013,E09000023,Lewisham,Retail,925
2013,E09000024,Merton,Retail,845
2013,E09000025,Newham,Retail,"1,345"
2013,E09000026,Redbridge,Retail,"1,135"
2013,E09000027,Richmond upon Thames,Retail,"1,035"
2013,E09000028,Southwark,Retail,"1,185"
2013,E09000029,Sutton,Retail,720
2013,E09000030,Tower Hamlets,Retail,"1,225"
2013,E09000031,Waltham Forest,Retail,"1,065"
2013,E09000032,Wandsworth,Retail,"1,435"
2013,E09000033,Westminster,Retail,"4,065"
2012,E09000001,City of London,Retail,625
2012,E09000002,Barking and Dagenham,Retail,570
2012,E09000003,Barnet,Retail,"1,860"
2012,E09000004,Bexley,Retail,770
2012,E09000005,Brent,Retail,"1,340"
2012,E09000006,Bromley,Retail,"1,350"
2012,E09000007,Camden,Retail,"1,965"
2012,E09000008,Croydon,Retail,"1,450"
2012,E09000009,Ealing,Retail,"1,510"
2012,E09000010,Enfield,Retail,"1,235"
2012,E09000011,Greenwich,Retail,900
2012,E09000012,Hackney,Retail,"1,085"
2012,E09000013,Hammersmith and Fulham,Retail,"1,310"
2012,E09000014,Haringey,Retail,"1,185"
2012,E09000015,Harrow,Retail,"1,140"
2012,E09000016,Havering,Retail,970
2012,E09000017,Hillingdon,Retail,"1,285"
2012,E09000018,Hounslow,Retail,"1,075"
2012,E09000019,Islington,Retail,"1,170"
2012,E09000020,Kensington and Chelsea,Retail,"1,785"
2012,E09000021,Kingston upon Thames,Retail,850
2012,E09000022,Lambeth,Retail,"1,050"
2012,E09000023,Lewisham,Retail,925
2012,E09000024,Merton,Retail,870
2012,E09000025,Newham,Retail,"1,235"
2012,E09000026,Redbridge,Retail,"1,115"
2012,E09000027,Richmond upon Thames,Retail,"1,040"
2012,E09000028,Southwark,Retail,"1,170"
2012,E09000029,Sutton,Retail,720
2012,E09000030,Tower Hamlets,Retail,"1,200"
2012,E09000031,Waltham Forest,Retail,"1,055"
2012,E09000032,Wandsworth,Retail,"1,375"
2012,E09000033,Westminster,Retail,"4,005"
2011,E09000001,City of London                ,Retail,585
2011,E09000002,Barking and Dagenham       ,Retail,525
2011,E09000003,Barnet                        ,Retail,"1,775"
2011,E09000004,Bexley                        ,Retail,745
2011,E09000005,Brent                         ,Retail,"1,250"
2011,E09000006,Bromley                       ,Retail,"1,320"
2011,E09000007,Camden                     ,Retail,"1,865"
2011,E09000008,Croydon                       ,Retail,"1,440"
2011,E09000009,Ealing                        ,Retail,"1,435"
2011,E09000010,Enfield                       ,Retail,"1,170"
2011,E09000011,Greenwich                     ,Retail,825
2011,E09000012,Hackney                       ,Retail,"1,025"
2011,E09000013,Hammersmith and Fulham        ,Retail,"1,240"
2011,E09000014,Haringey                      ,Retail,"1,145"
2011,E09000015,Harrow                        ,Retail,"1,040"
2011,E09000016,Havering                      ,Retail,950
2011,E09000017,Hillingdon                    ,Retail,"1,225"
2011,E09000018,Hounslow                      ,Retail,"1,010"
2011,E09000019,Islington                     ,Retail,"1,115"
2011,E09000020,Kensington and Chelsea        ,Retail,"1,760"
2011,E09000021,Kingston upon Thames          ,Retail,835
2011,E09000022,Lambeth                       ,Retail,"1,010"
2011,E09000023,Lewisham                      ,Retail,900
2011,E09000024,Merton                        ,Retail,860
2011,E09000025,Newham                        ,Retail,"1,120"
2011,E09000026,Redbridge                     ,Retail,"1,075"
2011,E09000027,Richmond upon Thames          ,Retail,"1,035"
2011,E09000028,Southwark                     ,Retail,"1,125"
2011,E09000029,Sutton                        ,Retail,705
2011,E09000030,Tower Hamlets                 ,Retail,"1,105"
2011,E09000031,Waltham Forest                ,Retail,975
2011,E09000032,Wandsworth                    ,Retail,"1,355"
2011,E09000033,Westminster,Retail,"3,935"
2010,E09000001,City of London                ,Retail,570
2010,E09000002,Barking and Dagenham       ,Retail,525
2010,E09000003,Barnet                        ,Retail,"1,765"
2010,E09000004,Bexley                        ,Retail,775
2010,E09000005,Brent                         ,Retail,"1,250"
2010,E09000006,Bromley                       ,Retail,"1,345"
2010,E09000007,Camden                     ,Retail,"1,835"
2010,E09000008,Croydon                       ,Retail,"1,430"
2010,E09000009,Ealing                        ,Retail,"1,585"
2010,E09000010,Enfield                       ,Retail,"1,165"
2010,E09000011,Greenwich                     ,Retail,840
2010,E09000012,Hackney                       ,Retail,"1,000"
2010,E09000013,Hammersmith and Fulham        ,Retail,"1,200"
2010,E09000014,Haringey                      ,Retail,"1,125"
2010,E09000015,Harrow                        ,Retail,"1,000"
2010,E09000016,Havering                      ,Retail,965
2010,E09000017,Hillingdon                    ,Retail,"1,205"
2010,E09000018,Hounslow                      ,Retail,"1,010"
2010,E09000019,Islington                     ,Retail,"1,125"
2010,E09000020,Kensington and Chelsea        ,Retail,"1,670"
2010,E09000021,Kingston upon Thames          ,Retail,825
2010,E09000022,Lambeth                       ,Retail,"1,010"
2010,E09000023,Lewisham                      ,Retail,890
2010,E09000024,Merton                        ,Retail,825
2010,E09000025,Newham                        ,Retail,"1,090"
2010,E09000026,Redbridge                     ,Retail,"1,045"
2010,E09000027,Richmond upon Thames          ,Retail,"1,035"
2010,E09000028,Southwark                     ,Retail,"1,095"
2010,E09000029,Sutton                        ,Retail,725
2010,E09000030,Tower Hamlets                 ,Retail,"1,100"
2010,E09000031,Waltham Forest                ,Retail,960
2010,E09000032,Wandsworth                    ,Retail,"1,355"
2010,E09000033,Westminster,Retail,"3,990"
2009,E09000001,City of London                ,Retail,"1,885"
2009,E09000002,Barking and Dagenham       ,Retail,525
2009,E09000003,Barnet                        ,Retail,"1,845"
2009,E09000004,Bexley                        ,Retail,780
2009,E09000005,Brent                         ,Retail,"1,285"
2009,E09000006,Bromley                       ,Retail,"1,380"
2009,E09000007,Camden                     ,Retail,580
2009,E09000008,Croydon                       ,Retail,"1,485"
2009,E09000009,Ealing                        ,Retail,"1,600"
2009,E09000010,Enfield                       ,Retail,"1,190"
2009,E09000011,Greenwich                     ,Retail,845
2009,E09000012,Hackney                       ,Retail,"1,020"
2009,E09000013,Hammersmith and Fulham        ,Retail,"1,095"
2009,E09000014,Haringey                      ,Retail,"1,120"
2009,E09000015,Harrow                        ,Retail,"1,010"
2009,E09000016,Havering                      ,Retail,995
2009,E09000017,Hillingdon                    ,Retail,"1,230"
2009,E09000018,Hounslow                      ,Retail,"1,020"
2009,E09000019,Islington                     ,Retail,"1,110"
2009,E09000020,Kensington and Chelsea        ,Retail,"1,700"
2009,E09000021,Kingston upon Thames          ,Retail,840
2009,E09000022,Lambeth                       ,Retail,"1,015"
2009,E09000023,Lewisham                      ,Retail,915
2009,E09000024,Merton                        ,Retail,835
2009,E09000025,Newham                        ,Retail,"1,120"
2009,E09000026,Redbridge                     ,Retail,"1,065"
2009,E09000027,Richmond upon Thames          ,Retail,"1,040"
2009,E09000028,Southwark                     ,Retail,"1,150"
2009,E09000029,Sutton                        ,Retail,755
2009,E09000030,Tower Hamlets                 ,Retail,"1,100"
2009,E09000031,Waltham Forest                ,Retail,970
2009,E09000032,Wandsworth                    ,Retail,"1,385"
2009,E09000033,Westminster,Retail,"4,030"
2018,E09000001,City of London,Transport & Storage (inc. postal),235
2018,E09000002,Barking and Dagenham,Transport & Storage (inc. postal),490
2018,E09000003,Barnet,Transport & Storage (inc. postal),560
2018,E09000004,Bexley,Transport & Storage (inc. postal),335
2018,E09000005,Brent,Transport & Storage (inc. postal),575
2018,E09000006,Bromley,Transport & Storage (inc. postal),260
2018,E09000007,Camden,Transport & Storage (inc. postal),330
2018,E09000008,Croydon,Transport & Storage (inc. postal),425
2018,E09000009,Ealing,Transport & Storage (inc. postal),720
2018,E09000010,Enfield,Transport & Storage (inc. postal),520
2018,E09000011,Greenwich,Transport & Storage (inc. postal),280
2018,E09000012,Hackney,Transport & Storage (inc. postal),255
2018,E09000013,Hammersmith and Fulham,Transport & Storage (inc. postal),185
2018,E09000014,Haringey,Transport & Storage (inc. postal),290
2018,E09000015,Harrow,Transport & Storage (inc. postal),495
2018,E09000016,Havering,Transport & Storage (inc. postal),510
2018,E09000017,Hillingdon,Transport & Storage (inc. postal),895
2018,E09000018,Hounslow,Transport & Storage (inc. postal),745
2018,E09000019,Islington,Transport & Storage (inc. postal),225
2018,E09000020,Kensington and Chelsea,Transport & Storage (inc. postal),165
2018,E09000021,Kingston upon Thames,Transport & Storage (inc. postal),145
2018,E09000022,Lambeth,Transport & Storage (inc. postal),230
2018,E09000023,Lewisham,Transport & Storage (inc. postal),225
2018,E09000024,Merton,Transport & Storage (inc. postal),370
2018,E09000025,Newham,Transport & Storage (inc. postal),520
2018,E09000026,Redbridge,Transport & Storage (inc. postal),495
2018,E09000027,Richmond upon Thames,Transport & Storage (inc. postal),160
2018,E09000028,Southwark,Transport & Storage (inc. postal),250
2018,E09000029,Sutton,Transport & Storage (inc. postal),215
2018,E09000030,Tower Hamlets,Transport & Storage (inc. postal),405
2018,E09000031,Waltham Forest,Transport & Storage (inc. postal),390
2018,E09000032,Wandsworth,Transport & Storage (inc. postal),225
2018,E09000033,Westminster,Transport & Storage (inc. postal),465
2017,E09000001,City of London,Transport & Storage (inc. postal),280
2017,E09000002,Barking and Dagenham,Transport & Storage (inc. postal),545
2017,E09000003,Barnet,Transport & Storage (inc. postal),555
2017,E09000004,Bexley,Transport & Storage (inc. postal),380
2017,E09000005,Brent,Transport & Storage (inc. postal),670
2017,E09000006,Bromley,Transport & Storage (inc. postal),310
2017,E09000007,Camden,Transport & Storage (inc. postal),435
2017,E09000008,Croydon,Transport & Storage (inc. postal),470
2017,E09000009,Ealing,Transport & Storage (inc. postal),855
2017,E09000010,Enfield,Transport & Storage (inc. postal),595
2017,E09000011,Greenwich,Transport & Storage (inc. postal),360
2017,E09000012,Hackney,Transport & Storage (inc. postal),295
2017,E09000013,Hammersmith and Fulham,Transport & Storage (inc. postal),240
2017,E09000014,Haringey,Transport & Storage (inc. postal),340
2017,E09000015,Harrow,Transport & Storage (inc. postal),500
2017,E09000016,Havering,Transport & Storage (inc. postal),570
2017,E09000017,Hillingdon,Transport & Storage (inc. postal),"1,140"
2017,E09000018,Hounslow,Transport & Storage (inc. postal),895
2017,E09000019,Islington,Transport & Storage (inc. postal),250
2017,E09000020,Kensington and Chelsea,Transport & Storage (inc. postal),190
2017,E09000021,Kingston upon Thames,Transport & Storage (inc. postal),180
2017,E09000022,Lambeth,Transport & Storage (inc. postal),275
2017,E09000023,Lewisham,Transport & Storage (inc. postal),275
2017,E09000024,Merton,Transport & Storage (inc. postal),360
2017,E09000025,Newham,Transport & Storage (inc. postal),555
2017,E09000026,Redbridge,Transport & Storage (inc. postal),485
2017,E09000027,Richmond upon Thames,Transport & Storage (inc. postal),190
2017,E09000028,Southwark,Transport & Storage (inc. postal),365
2017,E09000029,Sutton,Transport & Storage (inc. postal),250
2017,E09000030,Tower Hamlets,Transport & Storage (inc. postal),485
2017,E09000031,Waltham Forest,Transport & Storage (inc. postal),445
2017,E09000032,Wandsworth,Transport & Storage (inc. postal),285
2017,E09000033,Westminster,Transport & Storage (inc. postal),595
2016,E09000001,City of London,Transport & Storage (inc. postal),270
2016,E09000002,Barking and Dagenham,Transport & Storage (inc. postal),460
2016,E09000003,Barnet,Transport & Storage (inc. postal),490
2016,E09000004,Bexley,Transport & Storage (inc. postal),365
2016,E09000005,Brent,Transport & Storage (inc. postal),605
2016,E09000006,Bromley,Transport & Storage (inc. postal),295
2016,E09000007,Camden,Transport & Storage (inc. postal),405
2016,E09000008,Croydon,Transport & Storage (inc. postal),415
2016,E09000009,Ealing,Transport & Storage (inc. postal),760
2016,E09000010,Enfield,Transport & Storage (inc. postal),545
2016,E09000011,Greenwich,Transport & Storage (inc. postal),305
2016,E09000012,Hackney,Transport & Storage (inc. postal),260
2016,E09000013,Hammersmith and Fulham,Transport & Storage (inc. postal),245
2016,E09000014,Haringey,Transport & Storage (inc. postal),310
2016,E09000015,Harrow,Transport & Storage (inc. postal),435
2016,E09000016,Havering,Transport & Storage (inc. postal),515
2016,E09000017,Hillingdon,Transport & Storage (inc. postal),"1,045"
2016,E09000018,Hounslow,Transport & Storage (inc. postal),820
2016,E09000019,Islington,Transport & Storage (inc. postal),260
2016,E09000020,Kensington and Chelsea,Transport & Storage (inc. postal),175
2016,E09000021,Kingston upon Thames,Transport & Storage (inc. postal),175
2016,E09000022,Lambeth,Transport & Storage (inc. postal),280
2016,E09000023,Lewisham,Transport & Storage (inc. postal),255
2016,E09000024,Merton,Transport & Storage (inc. postal),325
2016,E09000025,Newham,Transport & Storage (inc. postal),455
2016,E09000026,Redbridge,Transport & Storage (inc. postal),415
2016,E09000027,Richmond upon Thames,Transport & Storage (inc. postal),175
2016,E09000028,Southwark,Transport & Storage (inc. postal),345
2016,E09000029,Sutton,Transport & Storage (inc. postal),240
2016,E09000030,Tower Hamlets,Transport & Storage (inc. postal),485
2016,E09000031,Waltham Forest,Transport & Storage (inc. postal),385
2016,E09000032,Wandsworth,Transport & Storage (inc. postal),275
2016,E09000033,Westminster,Transport & Storage (inc. postal),625
2015,E09000001,City of London,Transport & Storage (inc. postal),185
2015,E09000002,Barking and Dagenham,Transport & Storage (inc. postal),320
2015,E09000003,Barnet,Transport & Storage (inc. postal),360
2015,E09000004,Bexley,Transport & Storage (inc. postal),305
2015,E09000005,Brent,Transport & Storage (inc. postal),395
2015,E09000006,Bromley,Transport & Storage (inc. postal),250
2015,E09000007,Camden,Transport & Storage (inc. postal),225
2015,E09000008,Croydon,Transport & Storage (inc. postal),275
2015,E09000009,Ealing,Transport & Storage (inc. postal),540
2015,E09000010,Enfield,Transport & Storage (inc. postal),350
2015,E09000011,Greenwich,Transport & Storage (inc. postal),185
2015,E09000012,Hackney,Transport & Storage (inc. postal),155
2015,E09000013,Hammersmith and Fulham,Transport & Storage (inc. postal),160
2015,E09000014,Haringey,Transport & Storage (inc. postal),190
2015,E09000015,Harrow,Transport & Storage (inc. postal),325
2015,E09000016,Havering,Transport & Storage (inc. postal),400
2015,E09000017,Hillingdon,Transport & Storage (inc. postal),735
2015,E09000018,Hounslow,Transport & Storage (inc. postal),625
2015,E09000019,Islington,Transport & Storage (inc. postal),195
2015,E09000020,Kensington and Chelsea,Transport & Storage (inc. postal),125
2015,E09000021,Kingston upon Thames,Transport & Storage (inc. postal),120
2015,E09000022,Lambeth,Transport & Storage (inc. postal),160
2015,E09000023,Lewisham,Transport & Storage (inc. postal),175
2015,E09000024,Merton,Transport & Storage (inc. postal),235
2015,E09000025,Newham,Transport & Storage (inc. postal),295
2015,E09000026,Redbridge,Transport & Storage (inc. postal),285
2015,E09000027,Richmond upon Thames,Transport & Storage (inc. postal),140
2015,E09000028,Southwark,Transport & Storage (inc. postal),205
2015,E09000029,Sutton,Transport & Storage (inc. postal),185
2015,E09000030,Tower Hamlets,Transport & Storage (inc. postal),370
2015,E09000031,Waltham Forest,Transport & Storage (inc. postal),255
2015,E09000032,Wandsworth,Transport & Storage (inc. postal),200
2015,E09000033,Westminster,Transport & Storage (inc. postal),425
2014,E09000001,City of London,Transport & Storage (inc. postal),215
2014,E09000002,Barking and Dagenham,Transport & Storage (inc. postal),305
2014,E09000003,Barnet,Transport & Storage (inc. postal),370
2014,E09000004,Bexley,Transport & Storage (inc. postal),320
2014,E09000005,Brent,Transport & Storage (inc. postal),430
2014,E09000006,Bromley,Transport & Storage (inc. postal),300
2014,E09000007,Camden,Transport & Storage (inc. postal),335
2014,E09000008,Croydon,Transport & Storage (inc. postal),305
2014,E09000009,Ealing,Transport & Storage (inc. postal),575
2014,E09000010,Enfield,Transport & Storage (inc. postal),380
2014,E09000011,Greenwich,Transport & Storage (inc. postal),205
2014,E09000012,Hackney,Transport & Storage (inc. postal),160
2014,E09000013,Hammersmith and Fulham,Transport & Storage (inc. postal),220
2014,E09000014,Haringey,Transport & Storage (inc. postal),215
2014,E09000015,Harrow,Transport & Storage (inc. postal),285
2014,E09000016,Havering,Transport & Storage (inc. postal),420
2014,E09000017,Hillingdon,Transport & Storage (inc. postal),850
2014,E09000018,Hounslow,Transport & Storage (inc. postal),740
2014,E09000019,Islington,Transport & Storage (inc. postal),220
2014,E09000020,Kensington and Chelsea,Transport & Storage (inc. postal),165
2014,E09000021,Kingston upon Thames,Transport & Storage (inc. postal),145
2014,E09000022,Lambeth,Transport & Storage (inc. postal),220
2014,E09000023,Lewisham,Transport & Storage (inc. postal),190
2014,E09000024,Merton,Transport & Storage (inc. postal),260
2014,E09000025,Newham,Transport & Storage (inc. postal),275
2014,E09000026,Redbridge,Transport & Storage (inc. postal),280
2014,E09000027,Richmond upon Thames,Transport & Storage (inc. postal),165
2014,E09000028,Southwark,Transport & Storage (inc. postal),310
2014,E09000029,Sutton,Transport & Storage (inc. postal),205
2014,E09000030,Tower Hamlets,Transport & Storage (inc. postal),385
2014,E09000031,Waltham Forest,Transport & Storage (inc. postal),215
2014,E09000032,Wandsworth,Transport & Storage (inc. postal),255
2014,E09000033,Westminster,Transport & Storage (inc. postal),585
2013,E09000001,City of London,Transport & Storage (inc. postal),210
2013,E09000002,Barking and Dagenham,Transport & Storage (inc. postal),275
2013,E09000003,Barnet,Transport & Storage (inc. postal),325
2013,E09000004,Bexley,Transport & Storage (inc. postal),305
2013,E09000005,Brent,Transport & Storage (inc. postal),375
2013,E09000006,Bromley,Transport & Storage (inc. postal),300
2013,E09000007,Camden,Transport & Storage (inc. postal),310
2013,E09000008,Croydon,Transport & Storage (inc. postal),305
2013,E09000009,Ealing,Transport & Storage (inc. postal),510
2013,E09000010,Enfield,Transport & Storage (inc. postal),345
2013,E09000011,Greenwich,Transport & Storage (inc. postal),205
2013,E09000012,Hackney,Transport & Storage (inc. postal),150
2013,E09000013,Hammersmith and Fulham,Transport & Storage (inc. postal),215
2013,E09000014,Haringey,Transport & Storage (inc. postal),190
2013,E09000015,Harrow,Transport & Storage (inc. postal),255
2013,E09000016,Havering,Transport & Storage (inc. postal),400
2013,E09000017,Hillingdon,Transport & Storage (inc. postal),830
2013,E09000018,Hounslow,Transport & Storage (inc. postal),700
2013,E09000019,Islington,Transport & Storage (inc. postal),210
2013,E09000020,Kensington and Chelsea,Transport & Storage (inc. postal),175
2013,E09000021,Kingston upon Thames,Transport & Storage (inc. postal),145
2013,E09000022,Lambeth,Transport & Storage (inc. postal),215
2013,E09000023,Lewisham,Transport & Storage (inc. postal),155
2013,E09000024,Merton,Transport & Storage (inc. postal),230
2013,E09000025,Newham,Transport & Storage (inc. postal),250
2013,E09000026,Redbridge,Transport & Storage (inc. postal),265
2013,E09000027,Richmond upon Thames,Transport & Storage (inc. postal),165
2013,E09000028,Southwark,Transport & Storage (inc. postal),300
2013,E09000029,Sutton,Transport & Storage (inc. postal),195
2013,E09000030,Tower Hamlets,Transport & Storage (inc. postal),380
2013,E09000031,Waltham Forest,Transport & Storage (inc. postal),200
2013,E09000032,Wandsworth,Transport & Storage (inc. postal),235
2013,E09000033,Westminster,Transport & Storage (inc. postal),590
2012,E09000001,City of London,Transport & Storage (inc. postal),200
2012,E09000002,Barking and Dagenham,Transport & Storage (inc. postal),245
2012,E09000003,Barnet,Transport & Storage (inc. postal),325
2012,E09000004,Bexley,Transport & Storage (inc. postal),320
2012,E09000005,Brent,Transport & Storage (inc. postal),360
2012,E09000006,Bromley,Transport & Storage (inc. postal),280
2012,E09000007,Camden,Transport & Storage (inc. postal),275
2012,E09000008,Croydon,Transport & Storage (inc. postal),280
2012,E09000009,Ealing,Transport & Storage (inc. postal),465
2012,E09000010,Enfield,Transport & Storage (inc. postal),325
2012,E09000011,Greenwich,Transport & Storage (inc. postal),200
2012,E09000012,Hackney,Transport & Storage (inc. postal),150
2012,E09000013,Hammersmith and Fulham,Transport & Storage (inc. postal),210
2012,E09000014,Haringey,Transport & Storage (inc. postal),180
2012,E09000015,Harrow,Transport & Storage (inc. postal),240
2012,E09000016,Havering,Transport & Storage (inc. postal),390
2012,E09000017,Hillingdon,Transport & Storage (inc. postal),780
2012,E09000018,Hounslow,Transport & Storage (inc. postal),690
2012,E09000019,Islington,Transport & Storage (inc. postal),210
2012,E09000020,Kensington and Chelsea,Transport & Storage (inc. postal),150
2012,E09000021,Kingston upon Thames,Transport & Storage (inc. postal),140
2012,E09000022,Lambeth,Transport & Storage (inc. postal),195
2012,E09000023,Lewisham,Transport & Storage (inc. postal),150
2012,E09000024,Merton,Transport & Storage (inc. postal),210
2012,E09000025,Newham,Transport & Storage (inc. postal),240
2012,E09000026,Redbridge,Transport & Storage (inc. postal),255
2012,E09000027,Richmond upon Thames,Transport & Storage (inc. postal),170
2012,E09000028,Southwark,Transport & Storage (inc. postal),280
2012,E09000029,Sutton,Transport & Storage (inc. postal),200
2012,E09000030,Tower Hamlets,Transport & Storage (inc. postal),395
2012,E09000031,Waltham Forest,Transport & Storage (inc. postal),195
2012,E09000032,Wandsworth,Transport & Storage (inc. postal),230
2012,E09000033,Westminster,Transport & Storage (inc. postal),580
2011,E09000001,City of London                ,Transport & Storage (inc. postal),185
2011,E09000002,Barking and Dagenham       ,Transport & Storage (inc. postal),215
2011,E09000003,Barnet                        ,Transport & Storage (inc. postal),325
2011,E09000004,Bexley                        ,Transport & Storage (inc. postal),310
2011,E09000005,Brent                         ,Transport & Storage (inc. postal),330
2011,E09000006,Bromley                       ,Transport & Storage (inc. postal),285
2011,E09000007,Camden                     ,Transport & Storage (inc. postal),265
2011,E09000008,Croydon                       ,Transport & Storage (inc. postal),260
2011,E09000009,Ealing                        ,Transport & Storage (inc. postal),435
2011,E09000010,Enfield                       ,Transport & Storage (inc. postal),315
2011,E09000011,Greenwich                     ,Transport & Storage (inc. postal),190
2011,E09000012,Hackney                       ,Transport & Storage (inc. postal),145
2011,E09000013,Hammersmith and Fulham        ,Transport & Storage (inc. postal),185
2011,E09000014,Haringey                      ,Transport & Storage (inc. postal),165
2011,E09000015,Harrow                        ,Transport & Storage (inc. postal),235
2011,E09000016,Havering                      ,Transport & Storage (inc. postal),380
2011,E09000017,Hillingdon                    ,Transport & Storage (inc. postal),800
2011,E09000018,Hounslow                      ,Transport & Storage (inc. postal),635
2011,E09000019,Islington                     ,Transport & Storage (inc. postal),200
2011,E09000020,Kensington and Chelsea        ,Transport & Storage (inc. postal),150
2011,E09000021,Kingston upon Thames          ,Transport & Storage (inc. postal),140
2011,E09000022,Lambeth                       ,Transport & Storage (inc. postal),175
2011,E09000023,Lewisham                      ,Transport & Storage (inc. postal),160
2011,E09000024,Merton                        ,Transport & Storage (inc. postal),205
2011,E09000025,Newham                        ,Transport & Storage (inc. postal),205
2011,E09000026,Redbridge                     ,Transport & Storage (inc. postal),235
2011,E09000027,Richmond upon Thames          ,Transport & Storage (inc. postal),170
2011,E09000028,Southwark                     ,Transport & Storage (inc. postal),270
2011,E09000029,Sutton                        ,Transport & Storage (inc. postal),180
2011,E09000030,Tower Hamlets                 ,Transport & Storage (inc. postal),395
2011,E09000031,Waltham Forest                ,Transport & Storage (inc. postal),160
2011,E09000032,Wandsworth                    ,Transport & Storage (inc. postal),215
2011,E09000033,Westminster,Transport & Storage (inc. postal),565
2010,E09000001,City of London                ,Transport & Storage (inc. postal),180
2010,E09000002,Barking and Dagenham       ,Transport & Storage (inc. postal),220
2010,E09000003,Barnet                        ,Transport & Storage (inc. postal),330
2010,E09000004,Bexley                        ,Transport & Storage (inc. postal),335
2010,E09000005,Brent                         ,Transport & Storage (inc. postal),330
2010,E09000006,Bromley                       ,Transport & Storage (inc. postal),280
2010,E09000007,Camden                     ,Transport & Storage (inc. postal),260
2010,E09000008,Croydon                       ,Transport & Storage (inc. postal),270
2010,E09000009,Ealing                        ,Transport & Storage (inc. postal),430
2010,E09000010,Enfield                       ,Transport & Storage (inc. postal),305
2010,E09000011,Greenwich                     ,Transport & Storage (inc. postal),200
2010,E09000012,Hackney                       ,Transport & Storage (inc. postal),145
2010,E09000013,Hammersmith and Fulham        ,Transport & Storage (inc. postal),180
2010,E09000014,Haringey                      ,Transport & Storage (inc. postal),165
2010,E09000015,Harrow                        ,Transport & Storage (inc. postal),235
2010,E09000016,Havering                      ,Transport & Storage (inc. postal),385
2010,E09000017,Hillingdon                    ,Transport & Storage (inc. postal),790
2010,E09000018,Hounslow                      ,Transport & Storage (inc. postal),640
2010,E09000019,Islington                     ,Transport & Storage (inc. postal),205
2010,E09000020,Kensington and Chelsea        ,Transport & Storage (inc. postal),155
2010,E09000021,Kingston upon Thames          ,Transport & Storage (inc. postal),140
2010,E09000022,Lambeth                       ,Transport & Storage (inc. postal),175
2010,E09000023,Lewisham                      ,Transport & Storage (inc. postal),180
2010,E09000024,Merton                        ,Transport & Storage (inc. postal),195
2010,E09000025,Newham                        ,Transport & Storage (inc. postal),210
2010,E09000026,Redbridge                     ,Transport & Storage (inc. postal),235
2010,E09000027,Richmond upon Thames          ,Transport & Storage (inc. postal),170
2010,E09000028,Southwark                     ,Transport & Storage (inc. postal),265
2010,E09000029,Sutton                        ,Transport & Storage (inc. postal),190
2010,E09000030,Tower Hamlets                 ,Transport & Storage (inc. postal),410
2010,E09000031,Waltham Forest                ,Transport & Storage (inc. postal),180
2010,E09000032,Wandsworth                    ,Transport & Storage (inc. postal),230
2010,E09000033,Westminster,Transport & Storage (inc. postal),565
2009,E09000001,City of London                ,Transport & Storage (inc. postal),255
2009,E09000002,Barking and Dagenham       ,Transport & Storage (inc. postal),225
2009,E09000003,Barnet                        ,Transport & Storage (inc. postal),305
2009,E09000004,Bexley                        ,Transport & Storage (inc. postal),360
2009,E09000005,Brent                         ,Transport & Storage (inc. postal),335
2009,E09000006,Bromley                       ,Transport & Storage (inc. postal),290
2009,E09000007,Camden                     ,Transport & Storage (inc. postal),175
2009,E09000008,Croydon                       ,Transport & Storage (inc. postal),285
2009,E09000009,Ealing                        ,Transport & Storage (inc. postal),440
2009,E09000010,Enfield                       ,Transport & Storage (inc. postal),315
2009,E09000011,Greenwich                     ,Transport & Storage (inc. postal),225
2009,E09000012,Hackney                       ,Transport & Storage (inc. postal),140
2009,E09000013,Hammersmith and Fulham        ,Transport & Storage (inc. postal),210
2009,E09000014,Haringey                      ,Transport & Storage (inc. postal),160
2009,E09000015,Harrow                        ,Transport & Storage (inc. postal),235
