Borough,Callout_type,Date,Number of reported incidents,Year,Month
Barking and dagenham,SHUT-IN-LIFT RELEASES,01-13,3,2013,11
Barking and dagenham,SPECIAL SERVICE ENTRY & EXIT,01-13,14,2013,11
Barnet,ACCIDENTAL FIRES IN RUBBISH,01-13,10,2013,11
Barnet,ACCIDENTAL OPEN LAND FIRES,01-13,3,2013,11
Barnet,ACCIDENTAL VEHICLE FIRES,01-13,4,2013,11
Barnet,ALL DELIBERATE FIRES,01-13,13,2013,11
Barnet,ALL FALSE ALARMS,01-13,110,2013,11
Barnet,ALL FIRES,01-13,53,2013,11
Barnet,ALL SPECIAL SERVICES,01-13,80,2013,11
Barnet,CARE HOME FIRES,01-13,1,2013,11
Barnet,DELIBERATE FIRES IN RUBBISH,01-13,6,2013,11
Barnet,DELIBERATE OPEN LAND FIRES,01-13,0,2013,11
Barnet,DELIBERATE VEHICLE FIRES,01-13,3,2013,11
Barnet,FALSE ALARMS AFAS DOM,01-13,32,2013,11
Barnet,FALSE ALARMS AFAS NONDOM,01-13,39,2013,11
Barnet,FALSE ALARMS GOOD INTENT,01-13,38,2013,11
Barnet,MALICIOUS FALSE ALARMS,01-13,1,2013,11
Barnet,NONDOMFIRES NONRRO,01-13,1,2013,11
Barnet,NONDOMFIRES RRO,01-13,8,2013,11
Barnet,PRIMARY FIRES,01-13,34,2013,11
Barnet,PRIMARY FIRES IN DWELLINGS,01-13,15,2013,11
Barnet,ROAD TRAFFIC COLLISIONS,01-13,19,2013,11
Barnet,RUBBISH FIRES,01-13,16,2013,11
Barnet,SECONDARY FIRES,01-13,19,2013,11
Barnet,SHUT-IN-LIFT RELEASES,01-13,4,2013,11
Barnet,SPECIAL SERVICE ENTRY & EXIT,01-13,11,2013,11
Bexley,ACCIDENTAL FIRES IN RUBBISH,01-13,7,2013,11
Bexley,ACCIDENTAL OPEN LAND FIRES,01-13,1,2013,11
Bexley,ACCIDENTAL VEHICLE FIRES,01-13,3,2013,11
Bexley,ALL DELIBERATE FIRES,01-13,12,2013,11
Bexley,ALL FALSE ALARMS,01-13,78,2013,11
Bexley,ALL FIRES,01-13,34,2013,11
Bexley,ALL SPECIAL SERVICES,01-13,38,2013,11
Bexley,CARE HOME FIRES,01-13,2,2013,11
Bexley,DELIBERATE FIRES IN RUBBISH,01-13,6,2013,11
Bexley,DELIBERATE OPEN LAND FIRES,01-13,3,2013,11
Bexley,DELIBERATE VEHICLE FIRES,01-13,1,2013,11
Bexley,FALSE ALARMS AFAS DOM,01-13,28,2013,11
Bexley,FALSE ALARMS AFAS NONDOM,01-13,24,2013,11
Bexley,FALSE ALARMS GOOD INTENT,01-13,25,2013,11
Bexley,MALICIOUS FALSE ALARMS,01-13,1,2013,11
Bexley,NONDOMFIRES NONRRO,01-13,0,2013,11
Bexley,NONDOMFIRES RRO,01-13,0,2013,11
Bexley,PRIMARY FIRES,01-13,17,2013,11
Bexley,PRIMARY FIRES IN DWELLINGS,01-13,13,2013,11
Bexley,ROAD TRAFFIC COLLISIONS,01-13,2,2013,11
Bexley,RUBBISH FIRES,01-13,13,2013,11
Bexley,SECONDARY FIRES,01-13,17,2013,11
Bexley,SHUT-IN-LIFT RELEASES,01-13,2,2013,11
Bexley,SPECIAL SERVICE ENTRY & EXIT,01-13,12,2013,11
Brent,ACCIDENTAL FIRES IN RUBBISH,01-13,18,2013,11
Brent,ACCIDENTAL OPEN LAND FIRES,01-13,2,2013,11
Brent,ACCIDENTAL VEHICLE FIRES,01-13,5,2013,11
Brent,ALL DELIBERATE FIRES,01-13,3,2013,11
Brent,ALL FALSE ALARMS,01-13,111,2013,11
Brent,ALL FIRES,01-13,48,2013,11
Brent,ALL SPECIAL SERVICES,01-13,79,2013,11
Brent,CARE HOME FIRES,01-13,2,2013,11
Brent,DELIBERATE FIRES IN RUBBISH,01-13,1,2013,11
Brent,DELIBERATE OPEN LAND FIRES,01-13,1,2013,11
Brent,DELIBERATE VEHICLE FIRES,01-13,1,2013,11
Brent,FALSE ALARMS AFAS DOM,01-13,24,2013,11
Brent,FALSE ALARMS AFAS NONDOM,01-13,55,2013,11
Brent,FALSE ALARMS GOOD INTENT,01-13,29,2013,11
Brent,MALICIOUS FALSE ALARMS,01-13,3,2013,11
Brent,NONDOMFIRES NONRRO,01-13,1,2013,11
Brent,NONDOMFIRES RRO,01-13,6,2013,11
Brent,PRIMARY FIRES,01-13,26,2013,11
Brent,PRIMARY FIRES IN DWELLINGS,01-13,13,2013,11
Brent,ROAD TRAFFIC COLLISIONS,01-13,7,2013,11
Brent,RUBBISH FIRES,01-13,19,2013,11
Brent,SECONDARY FIRES,01-13,22,2013,11
Brent,SHUT-IN-LIFT RELEASES,01-13,10,2013,11
Brent,SPECIAL SERVICE ENTRY & EXIT,01-13,19,2013,11
Bromley,ACCIDENTAL FIRES IN RUBBISH,01-13,6,2013,11
Bromley,ACCIDENTAL OPEN LAND FIRES,01-13,2,2013,11
Bromley,ACCIDENTAL VEHICLE FIRES,01-13,2,2013,11
Bromley,ALL DELIBERATE FIRES,01-13,16,2013,11
Bromley,ALL FALSE ALARMS,01-13,99,2013,11
Bromley,ALL FIRES,01-13,39,2013,11
Bromley,ALL SPECIAL SERVICES,01-13,61,2013,11
Bromley,CARE HOME FIRES,01-13,1,2013,11
Bromley,DELIBERATE FIRES IN RUBBISH,01-13,5,2013,11
Bromley,DELIBERATE OPEN LAND FIRES,01-13,4,2013,11
Bromley,DELIBERATE VEHICLE FIRES,01-13,4,2013,11
Bromley,FALSE ALARMS AFAS DOM,01-13,35,2013,11
Bromley,FALSE ALARMS AFAS NONDOM,01-13,33,2013,11
Bromley,FALSE ALARMS GOOD INTENT,01-13,26,2013,11
Bromley,MALICIOUS FALSE ALARMS,01-13,5,2013,11
Bromley,NONDOMFIRES NONRRO,01-13,0,2013,11
Bromley,NONDOMFIRES RRO,01-13,3,2013,11
Bromley,PRIMARY FIRES,01-13,23,2013,11
Bromley,PRIMARY FIRES IN DWELLINGS,01-13,11,2013,11
Bromley,ROAD TRAFFIC COLLISIONS,01-13,8,2013,11
Bromley,RUBBISH FIRES,01-13,11,2013,11
Bromley,SECONDARY FIRES,01-13,16,2013,11
Bromley,SHUT-IN-LIFT RELEASES,01-13,2,2013,11
Bromley,SPECIAL SERVICE ENTRY & EXIT,01-13,18,2013,11
Camden,ACCIDENTAL FIRES IN RUBBISH,01-13,12,2013,11
Camden,ACCIDENTAL OPEN LAND FIRES,01-13,4,2013,11
Camden,ACCIDENTAL VEHICLE FIRES,01-13,1,2013,11
Camden,ALL DELIBERATE FIRES,01-13,6,2013,11
Camden,ALL FALSE ALARMS,01-13,283,2013,11
Camden,ALL FIRES,01-13,53,2013,11
Camden,ALL SPECIAL SERVICES,01-13,97,2013,11
Camden,CARE HOME FIRES,01-13,1,2013,11
Camden,DELIBERATE FIRES IN RUBBISH,01-13,2,2013,11
Camden,DELIBERATE OPEN LAND FIRES,01-13,0,2013,11
Camden,DELIBERATE VEHICLE FIRES,01-13,0,2013,11
Camden,FALSE ALARMS AFAS DOM,01-13,67,2013,11
Camden,FALSE ALARMS AFAS NONDOM,01-13,178,2013,11
Camden,FALSE ALARMS GOOD INTENT,01-13,36,2013,11
Camden,MALICIOUS FALSE ALARMS,01-13,2,2013,11
Camden,NONDOMFIRES NONRRO,01-13,1,2013,11
Camden,NONDOMFIRES RRO,01-13,10,2013,11
Camden,PRIMARY FIRES,01-13,31,2013,11
Camden,PRIMARY FIRES IN DWELLINGS,01-13,16,2013,11
Camden,ROAD TRAFFIC COLLISIONS,01-13,4,2013,11
Camden,RUBBISH FIRES,01-13,14,2013,11
Camden,SECONDARY FIRES,01-13,22,2013,11
Camden,SHUT-IN-LIFT RELEASES,01-13,29,2013,11
Camden,SPECIAL SERVICE ENTRY & EXIT,01-13,22,2013,11
City of london,ACCIDENTAL FIRES IN RUBBISH,01-13,3,2013,11
City of london,ACCIDENTAL OPEN LAND FIRES,01-13,0,2013,11
City of london,ACCIDENTAL VEHICLE FIRES,01-13,1,2013,11
City of london,ALL DELIBERATE FIRES,01-13,0,2013,11
City of london,ALL FALSE ALARMS,01-13,87,2013,11
City of london,ALL FIRES,01-13,10,2013,11
City of london,ALL SPECIAL SERVICES,01-13,15,2013,11
City of london,CARE HOME FIRES,01-13,0,2013,11
City of london,DELIBERATE FIRES IN RUBBISH,01-13,0,2013,11
City of london,DELIBERATE OPEN LAND FIRES,01-13,0,2013,11
City of london,DELIBERATE VEHICLE FIRES,01-13,0,2013,11
City of london,FALSE ALARMS AFAS DOM,01-13,1,2013,11
City of london,FALSE ALARMS AFAS NONDOM,01-13,81,2013,11
City of london,FALSE ALARMS GOOD INTENT,01-13,4,2013,11
City of london,MALICIOUS FALSE ALARMS,01-13,1,2013,11
City of london,NONDOMFIRES NONRRO,01-13,0,2013,11
City of london,NONDOMFIRES RRO,01-13,6,2013,11
City of london,PRIMARY FIRES,01-13,7,2013,11
City of london,PRIMARY FIRES IN DWELLINGS,01-13,0,2013,11
City of london,ROAD TRAFFIC COLLISIONS,01-13,2,2013,11
City of london,RUBBISH FIRES,01-13,3,2013,11
City of london,SECONDARY FIRES,01-13,3,2013,11
City of london,SHUT-IN-LIFT RELEASES,01-13,4,2013,11
City of london,SPECIAL SERVICE ENTRY & EXIT,01-13,1,2013,11
Croydon,ACCIDENTAL FIRES IN RUBBISH,01-13,8,2013,11
Croydon,ACCIDENTAL OPEN LAND FIRES,01-13,5,2013,11
Croydon,ACCIDENTAL VEHICLE FIRES,01-13,9,2013,11
Croydon,ALL DELIBERATE FIRES,01-13,16,2013,11
Croydon,ALL FALSE ALARMS,01-13,121,2013,11
Croydon,ALL FIRES,01-13,72,2013,11
Croydon,ALL SPECIAL SERVICES,01-13,112,2013,11
Croydon,CARE HOME FIRES,01-13,4,2013,11
Croydon,DELIBERATE FIRES IN RUBBISH,01-13,9,2013,11
Croydon,DELIBERATE OPEN LAND FIRES,01-13,1,2013,11
Croydon,DELIBERATE VEHICLE FIRES,01-13,2,2013,11
Croydon,FALSE ALARMS AFAS DOM,01-13,30,2013,11
Croydon,FALSE ALARMS AFAS NONDOM,01-13,52,2013,11
Croydon,FALSE ALARMS GOOD INTENT,01-13,35,2013,11
Croydon,MALICIOUS FALSE ALARMS,01-13,4,2013,11
Croydon,NONDOMFIRES NONRRO,01-13,2,2013,11
Croydon,NONDOMFIRES RRO,01-13,8,2013,11
Croydon,PRIMARY FIRES,01-13,50,2013,11
Croydon,PRIMARY FIRES IN DWELLINGS,01-13,27,2013,11
Croydon,ROAD TRAFFIC COLLISIONS,01-13,20,2013,11
Croydon,RUBBISH FIRES,01-13,17,2013,11
Croydon,SECONDARY FIRES,01-13,22,2013,11
Croydon,SHUT-IN-LIFT RELEASES,01-13,12,2013,11
Croydon,SPECIAL SERVICE ENTRY & EXIT,01-13,25,2013,11
Ealing,ACCIDENTAL FIRES IN RUBBISH,01-13,12,2013,11
Ealing,ACCIDENTAL OPEN LAND FIRES,01-13,5,2013,11
Ealing,ACCIDENTAL VEHICLE FIRES,01-13,1,2013,11
Ealing,ALL DELIBERATE FIRES,01-13,6,2013,11
Ealing,ALL FALSE ALARMS,01-13,164,2013,11
Ealing,ALL FIRES,01-13,59,2013,11
Ealing,ALL SPECIAL SERVICES,01-13,86,2013,11
Ealing,CARE HOME FIRES,01-13,3,2013,11
Ealing,DELIBERATE FIRES IN RUBBISH,01-13,2,2013,11
Ealing,DELIBERATE OPEN LAND FIRES,01-13,0,2013,11
Ealing,DELIBERATE VEHICLE FIRES,01-13,2,2013,11
Ealing,FALSE ALARMS AFAS DOM,01-13,76,2013,11
Ealing,FALSE ALARMS AFAS NONDOM,01-13,53,2013,11
Ealing,FALSE ALARMS GOOD INTENT,01-13,30,2013,11
Ealing,MALICIOUS FALSE ALARMS,01-13,5,2013,11
Ealing,NONDOMFIRES NONRRO,01-13,2,2013,11
Ealing,NONDOMFIRES RRO,01-13,8,2013,11
Ealing,PRIMARY FIRES,01-13,39,2013,11
Ealing,PRIMARY FIRES IN DWELLINGS,01-13,26,2013,11
Ealing,ROAD TRAFFIC COLLISIONS,01-13,16,2013,11
Ealing,RUBBISH FIRES,01-13,14,2013,11
Ealing,SECONDARY FIRES,01-13,20,2013,11
Ealing,SHUT-IN-LIFT RELEASES,01-13,13,2013,11
Ealing,SPECIAL SERVICE ENTRY & EXIT,01-13,16,2013,11
Enfield,ACCIDENTAL FIRES IN RUBBISH,01-13,16,2013,11
Enfield,ACCIDENTAL OPEN LAND FIRES,01-13,5,2013,11
Enfield,ACCIDENTAL VEHICLE FIRES,01-13,3,2013,11
Enfield,ALL DELIBERATE FIRES,01-13,7,2013,11
Enfield,ALL FALSE ALARMS,01-13,94,2013,11
Enfield,ALL FIRES,01-13,58,2013,11
Enfield,ALL SPECIAL SERVICES,01-13,84,2013,11
Enfield,CARE HOME FIRES,01-13,1,2013,11
Enfield,DELIBERATE FIRES IN RUBBISH,01-13,2,2013,11
Enfield,DELIBERATE OPEN LAND FIRES,01-13,2,2013,11
Enfield,DELIBERATE VEHICLE FIRES,01-13,1,2013,11
Enfield,FALSE ALARMS AFAS DOM,01-13,12,2013,11
Enfield,FALSE ALARMS AFAS NONDOM,01-13,35,2013,11
Enfield,FALSE ALARMS GOOD INTENT,01-13,43,2013,11
Enfield,MALICIOUS FALSE ALARMS,01-13,4,2013,11
Enfield,NONDOMFIRES NONRRO,01-13,0,2013,11
Enfield,NONDOMFIRES RRO,01-13,8,2013,11
Enfield,PRIMARY FIRES,01-13,33,2013,11
Enfield,PRIMARY FIRES IN DWELLINGS,01-13,18,2013,11
Enfield,ROAD TRAFFIC COLLISIONS,01-13,15,2013,11
Enfield,RUBBISH FIRES,01-13,18,2013,11
Enfield,SECONDARY FIRES,01-13,25,2013,11
Enfield,SHUT-IN-LIFT RELEASES,01-13,13,2013,11
Enfield,SPECIAL SERVICE ENTRY & EXIT,01-13,21,2013,11
Greenwich,ACCIDENTAL FIRES IN RUBBISH,01-13,14,2013,11
Greenwich,ACCIDENTAL OPEN LAND FIRES,01-13,1,2013,11
Greenwich,ACCIDENTAL VEHICLE FIRES,01-13,1,2013,11
Greenwich,ALL DELIBERATE FIRES,01-13,10,2013,11
Greenwich,ALL FALSE ALARMS,01-13,90,2013,11
Greenwich,ALL FIRES,01-13,46,2013,11
Greenwich,ALL SPECIAL SERVICES,01-13,74,2013,11
Greenwich,CARE HOME FIRES,01-13,3,2013,11
Greenwich,DELIBERATE FIRES IN RUBBISH,01-13,6,2013,11
Greenwich,DELIBERATE OPEN LAND FIRES,01-13,0,2013,11
Greenwich,DELIBERATE VEHICLE FIRES,01-13,2,2013,11
Greenwich,FALSE ALARMS AFAS DOM,01-13,21,2013,11
Greenwich,FALSE ALARMS AFAS NONDOM,01-13,40,2013,11
Greenwich,FALSE ALARMS GOOD INTENT,01-13,23,2013,11
Greenwich,MALICIOUS FALSE ALARMS,01-13,6,2013,11
Greenwich,NONDOMFIRES NONRRO,01-13,2,2013,11
Greenwich,NONDOMFIRES RRO,01-13,2,2013,11
Greenwich,PRIMARY FIRES,01-13,25,2013,11
Greenwich,PRIMARY FIRES IN DWELLINGS,01-13,18,2013,11
Greenwich,ROAD TRAFFIC COLLISIONS,01-13,9,2013,11
Greenwich,RUBBISH FIRES,01-13,20,2013,11
Greenwich,SECONDARY FIRES,01-13,21,2013,11
Greenwich,SHUT-IN-LIFT RELEASES,01-13,16,2013,11
Greenwich,SPECIAL SERVICE ENTRY & EXIT,01-13,14,2013,11
Hackney,ACCIDENTAL FIRES IN RUBBISH,01-13,8,2013,11
Hackney,ACCIDENTAL OPEN LAND FIRES,01-13,5,2013,11
Hackney,ACCIDENTAL VEHICLE FIRES,01-13,2,2013,11
Hackney,ALL DELIBERATE FIRES,01-13,12,2013,11
Hackney,ALL FALSE ALARMS,01-13,183,2013,11
Hackney,ALL FIRES,01-13,68,2013,11
Hackney,ALL SPECIAL SERVICES,01-13,117,2013,11
Hackney,CARE HOME FIRES,01-13,5,2013,11
Hackney,DELIBERATE FIRES IN RUBBISH,01-13,5,2013,11
Hackney,DELIBERATE OPEN LAND FIRES,01-13,2,2013,11
Hackney,DELIBERATE VEHICLE FIRES,01-13,1,2013,11
Hackney,FALSE ALARMS AFAS DOM,01-13,63,2013,11
Hackney,FALSE ALARMS AFAS NONDOM,01-13,74,2013,11
Hackney,FALSE ALARMS GOOD INTENT,01-13,44,2013,11
Hackney,MALICIOUS FALSE ALARMS,01-13,2,2013,11
Hackney,NONDOMFIRES NONRRO,01-13,1,2013,11
Hackney,NONDOMFIRES RRO,01-13,11,2013,11
Hackney,PRIMARY FIRES,01-13,47,2013,11
Hackney,PRIMARY FIRES IN DWELLINGS,01-13,31,2013,11
Hackney,ROAD TRAFFIC COLLISIONS,01-13,6,2013,11
Hackney,RUBBISH FIRES,01-13,13,2013,11
Hackney,SECONDARY FIRES,01-13,21,2013,11
Hackney,SHUT-IN-LIFT RELEASES,01-13,26,2013,11
Hackney,SPECIAL SERVICE ENTRY & EXIT,01-13,32,2013,11
Hammersmith and fulham,ACCIDENTAL FIRES IN RUBBISH,01-13,7,2013,11
Hammersmith and fulham,ACCIDENTAL OPEN LAND FIRES,01-13,1,2013,11
Hammersmith and fulham,ACCIDENTAL VEHICLE FIRES,01-13,2,2013,11
Hammersmith and fulham,ALL DELIBERATE FIRES,01-13,2,2013,11
Hammersmith and fulham,ALL FALSE ALARMS,01-13,128,2013,11
Hammersmith and fulham,ALL FIRES,01-13,32,2013,11
Hammersmith and fulham,ALL SPECIAL SERVICES,01-13,69,2013,11
Hammersmith and fulham,CARE HOME FIRES,01-13,1,2013,11
Hammersmith and fulham,DELIBERATE FIRES IN RUBBISH,01-13,1,2013,11
Hammersmith and fulham,DELIBERATE OPEN LAND FIRES,01-13,0,2013,11
Hammersmith and fulham,DELIBERATE VEHICLE FIRES,01-13,0,2013,11
Hammersmith and fulham,FALSE ALARMS AFAS DOM,01-13,47,2013,11
Hammersmith and fulham,FALSE ALARMS AFAS NONDOM,01-13,61,2013,11
Hammersmith and fulham,FALSE ALARMS GOOD INTENT,01-13,17,2013,11
Hammersmith and fulham,MALICIOUS FALSE ALARMS,01-13,3,2013,11
Hammersmith and fulham,NONDOMFIRES NONRRO,01-13,0,2013,11
Hammersmith and fulham,NONDOMFIRES RRO,01-13,8,2013,11
Hammersmith and fulham,PRIMARY FIRES,01-13,23,2013,11
Hammersmith and fulham,PRIMARY FIRES IN DWELLINGS,01-13,13,2013,11
Hammersmith and fulham,ROAD TRAFFIC COLLISIONS,01-13,4,2013,11
Hammersmith and fulham,RUBBISH FIRES,01-13,8,2013,11
Hammersmith and fulham,SECONDARY FIRES,01-13,9,2013,11
Hammersmith and fulham,SHUT-IN-LIFT RELEASES,01-13,12,2013,11
Hammersmith and fulham,SPECIAL SERVICE ENTRY & EXIT,01-13,20,2013,11
Haringey,ACCIDENTAL FIRES IN RUBBISH,01-13,14,2013,11
Haringey,ACCIDENTAL OPEN LAND FIRES,01-13,1,2013,11
Haringey,ACCIDENTAL VEHICLE FIRES,01-13,2,2013,11
Haringey,ALL DELIBERATE FIRES,01-13,7,2013,11
Haringey,ALL FALSE ALARMS,01-13,93,2013,11
Haringey,ALL FIRES,01-13,50,2013,11
Haringey,ALL SPECIAL SERVICES,01-13,95,2013,11
Haringey,CARE HOME FIRES,01-13,1,2013,11
Haringey,DELIBERATE FIRES IN RUBBISH,01-13,3,2013,11
Haringey,DELIBERATE OPEN LAND FIRES,01-13,1,2013,11
Haringey,DELIBERATE VEHICLE FIRES,01-13,2,2013,11
Haringey,FALSE ALARMS AFAS DOM,01-13,37,2013,11
Haringey,FALSE ALARMS AFAS NONDOM,01-13,27,2013,11
Haringey,FALSE ALARMS GOOD INTENT,01-13,25,2013,11
Haringey,MALICIOUS FALSE ALARMS,01-13,4,2013,11
Haringey,NONDOMFIRES NONRRO,01-13,1,2013,11
Haringey,NONDOMFIRES RRO,01-13,6,2013,11
Haringey,PRIMARY FIRES,01-13,29,2013,11
Haringey,PRIMARY FIRES IN DWELLINGS,01-13,18,2013,11
Haringey,ROAD TRAFFIC COLLISIONS,01-13,11,2013,11
Haringey,RUBBISH FIRES,01-13,17,2013,11
Haringey,SECONDARY FIRES,01-13,21,2013,11
Haringey,SHUT-IN-LIFT RELEASES,01-13,6,2013,11
Haringey,SPECIAL SERVICE ENTRY & EXIT,01-13,24,2013,11
Harrow,ACCIDENTAL FIRES IN RUBBISH,01-13,2,2013,11
Harrow,ACCIDENTAL OPEN LAND FIRES,01-13,1,2013,11
Harrow,ACCIDENTAL VEHICLE FIRES,01-13,3,2013,11
Harrow,ALL DELIBERATE FIRES,01-13,3,2013,11
Harrow,ALL FALSE ALARMS,01-13,92,2013,11
Harrow,ALL FIRES,01-13,23,2013,11
Harrow,ALL SPECIAL SERVICES,01-13,30,2013,11
Harrow,CARE HOME FIRES,01-13,2,2013,11
Harrow,DELIBERATE FIRES IN RUBBISH,01-13,3,2013,11
Harrow,DELIBERATE OPEN LAND FIRES,01-13,0,2013,11
Harrow,DELIBERATE VEHICLE FIRES,01-13,0,2013,11
Harrow,FALSE ALARMS AFAS DOM,01-13,46,2013,11
Harrow,FALSE ALARMS AFAS NONDOM,01-13,30,2013,11
Harrow,FALSE ALARMS GOOD INTENT,01-13,15,2013,11
Harrow,MALICIOUS FALSE ALARMS,01-13,1,2013,11
Harrow,NONDOMFIRES NONRRO,01-13,0,2013,11
Harrow,NONDOMFIRES RRO,01-13,3,2013,11
Harrow,PRIMARY FIRES,01-13,17,2013,11
Harrow,PRIMARY FIRES IN DWELLINGS,01-13,11,2013,11
Harrow,ROAD TRAFFIC COLLISIONS,01-13,7,2013,11
Harrow,RUBBISH FIRES,01-13,5,2013,11
Harrow,SECONDARY FIRES,01-13,6,2013,11
Harrow,SHUT-IN-LIFT RELEASES,01-13,3,2013,11
Harrow,SPECIAL SERVICE ENTRY & EXIT,01-13,5,2013,11
Havering,ACCIDENTAL FIRES IN RUBBISH,01-13,7,2013,11
Havering,ACCIDENTAL OPEN LAND FIRES,01-13,5,2013,11
Havering,ACCIDENTAL VEHICLE FIRES,01-13,1,2013,11
Havering,ALL DELIBERATE FIRES,01-13,14,2013,11
Havering,ALL FALSE ALARMS,01-13,93,2013,11
Havering,ALL FIRES,01-13,40,2013,11
Havering,ALL SPECIAL SERVICES,01-13,49,2013,11
Havering,CARE HOME FIRES,01-13,1,2013,11
Havering,DELIBERATE FIRES IN RUBBISH,01-13,9,2013,11
Havering,DELIBERATE OPEN LAND FIRES,01-13,1,2013,11
Havering,DELIBERATE VEHICLE FIRES,01-13,2,2013,11
Havering,FALSE ALARMS AFAS DOM,01-13,19,2013,11
Havering,FALSE ALARMS AFAS NONDOM,01-13,31,2013,11
Havering,FALSE ALARMS GOOD INTENT,01-13,41,2013,11
Havering,MALICIOUS FALSE ALARMS,01-13,2,2013,11
Havering,NONDOMFIRES NONRRO,01-13,3,2013,11
Havering,NONDOMFIRES RRO,01-13,4,2013,11
Havering,PRIMARY FIRES,01-13,18,2013,11
Havering,PRIMARY FIRES IN DWELLINGS,01-13,7,2013,11
Havering,ROAD TRAFFIC COLLISIONS,01-13,12,2013,11
Havering,RUBBISH FIRES,01-13,16,2013,11
Havering,SECONDARY FIRES,01-13,22,2013,11
Havering,SHUT-IN-LIFT RELEASES,01-13,4,2013,11
Havering,SPECIAL SERVICE ENTRY & EXIT,01-13,10,2013,11
Hillingdon,ACCIDENTAL FIRES IN RUBBISH,01-13,5,2013,11
Hillingdon,ACCIDENTAL OPEN LAND FIRES,01-13,3,2013,11
Hillingdon,ACCIDENTAL VEHICLE FIRES,01-13,5,2013,11
Hillingdon,ALL DELIBERATE FIRES,01-13,13,2013,11
Hillingdon,ALL FALSE ALARMS,01-13,142,2013,11
Hillingdon,ALL FIRES,01-13,45,2013,11
Hillingdon,ALL SPECIAL SERVICES,01-13,61,2013,11
Hillingdon,CARE HOME FIRES,01-13,1,2013,11
Hillingdon,DELIBERATE FIRES IN RUBBISH,01-13,4,2013,11
Hillingdon,DELIBERATE OPEN LAND FIRES,01-13,4,2013,11
Hillingdon,DELIBERATE VEHICLE FIRES,01-13,3,2013,11
Hillingdon,FALSE ALARMS AFAS DOM,01-13,21,2013,11
Hillingdon,FALSE ALARMS AFAS NONDOM,01-13,78,2013,11
Hillingdon,FALSE ALARMS GOOD INTENT,01-13,40,2013,11
Hillingdon,MALICIOUS FALSE ALARMS,01-13,2,2013,11
Hillingdon,NONDOMFIRES NONRRO,01-13,0,2013,11
Hillingdon,NONDOMFIRES RRO,01-13,7,2013,11
Hillingdon,PRIMARY FIRES,01-13,28,2013,11
Hillingdon,PRIMARY FIRES IN DWELLINGS,01-13,10,2013,11
Hillingdon,ROAD TRAFFIC COLLISIONS,01-13,16,2013,11
Hillingdon,RUBBISH FIRES,01-13,9,2013,11
Hillingdon,SECONDARY FIRES,01-13,17,2013,11
Hillingdon,SHUT-IN-LIFT RELEASES,01-13,1,2013,11
Hillingdon,SPECIAL SERVICE ENTRY & EXIT,01-13,8,2013,11
Hounslow,ACCIDENTAL FIRES IN RUBBISH,01-13,6,2013,11
Hounslow,ACCIDENTAL OPEN LAND FIRES,01-13,4,2013,11
Hounslow,ACCIDENTAL VEHICLE FIRES,01-13,2,2013,11
Hounslow,ALL DELIBERATE FIRES,01-13,9,2013,11
Hounslow,ALL FALSE ALARMS,01-13,107,2013,11
Hounslow,ALL FIRES,01-13,40,2013,11
Hounslow,ALL SPECIAL SERVICES,01-13,48,2013,11
Hounslow,CARE HOME FIRES,01-13,2,2013,11
Hounslow,DELIBERATE FIRES IN RUBBISH,01-13,3,2013,11
Hounslow,DELIBERATE OPEN LAND FIRES,01-13,0,2013,11
Hounslow,DELIBERATE VEHICLE FIRES,01-13,3,2013,11
Hounslow,FALSE ALARMS AFAS DOM,01-13,27,2013,11
Hounslow,FALSE ALARMS AFAS NONDOM,01-13,51,2013,11
Hounslow,FALSE ALARMS GOOD INTENT,01-13,25,2013,11
Hounslow,MALICIOUS FALSE ALARMS,01-13,4,2013,11
Hounslow,NONDOMFIRES NONRRO,01-13,2,2013,11
Hounslow,NONDOMFIRES RRO,01-13,5,2013,11
Hounslow,PRIMARY FIRES,01-13,25,2013,11
Hounslow,PRIMARY FIRES IN DWELLINGS,01-13,13,2013,11
Hounslow,ROAD TRAFFIC COLLISIONS,01-13,7,2013,11
Hounslow,RUBBISH FIRES,01-13,9,2013,11
Hounslow,SECONDARY FIRES,01-13,15,2013,11
Hounslow,SHUT-IN-LIFT RELEASES,01-13,5,2013,11
Hounslow,SPECIAL SERVICE ENTRY & EXIT,01-13,11,2013,11
Islington,ACCIDENTAL FIRES IN RUBBISH,01-13,6,2013,11
Islington,ACCIDENTAL OPEN LAND FIRES,01-13,2,2013,11
Islington,ACCIDENTAL VEHICLE FIRES,01-13,2,2013,11
Islington,ALL DELIBERATE FIRES,01-13,12,2013,11
Islington,ALL FALSE ALARMS,01-13,163,2013,11
Islington,ALL FIRES,01-13,49,2013,11
Islington,ALL SPECIAL SERVICES,01-13,76,2013,11
Islington,CARE HOME FIRES,01-13,2,2013,11
Islington,DELIBERATE FIRES IN RUBBISH,01-13,2,2013,11
Islington,DELIBERATE OPEN LAND FIRES,01-13,3,2013,11
Islington,DELIBERATE VEHICLE FIRES,01-13,3,2013,11
Islington,FALSE ALARMS AFAS DOM,01-13,41,2013,11
Islington,FALSE ALARMS AFAS NONDOM,01-13,88,2013,11
Islington,FALSE ALARMS GOOD INTENT,01-13,32,2013,11
Islington,MALICIOUS FALSE ALARMS,01-13,2,2013,11
Islington,NONDOMFIRES NONRRO,01-13,0,2013,11
Islington,NONDOMFIRES RRO,01-13,7,2013,11
