Month-Year,GMT,concentration,Measure,Location,Year,Month
Apr-18,16:00,50.9,Nitrogen Dioxide,Roadside,2018,04
Apr-18,17:00,53.7,Nitrogen Dioxide,Roadside,2018,04
Apr-18,18:00,54.4,Nitrogen Dioxide,Roadside,2018,04
Apr-18,19:00,53.8,Nitrogen Dioxide,Roadside,2018,04
Apr-18,20:00,52.4,Nitrogen Dioxide,Roadside,2018,04
Apr-18,21:00,50.4,Nitrogen Dioxide,Roadside,2018,04
Apr-18,22:00,47.5,Nitrogen Dioxide,Roadside,2018,04
Apr-18,23:00,42.6,Nitrogen Dioxide,Roadside,2018,04
May-18,00:00,42.5,Nitrogen Dioxide,Roadside,2018,05
May-18,01:00,35.9,Nitrogen Dioxide,Roadside,2018,05
May-18,02:00,33.6,Nitrogen Dioxide,Roadside,2018,05
May-18,03:00,34.6,Nitrogen Dioxide,Roadside,2018,05
May-18,04:00,41.0,Nitrogen Dioxide,Roadside,2018,05
May-18,05:00,51.3,Nitrogen Dioxide,Roadside,2018,05
May-18,06:00,57.7,Nitrogen Dioxide,Roadside,2018,05
May-18,07:00,57.3,Nitrogen Dioxide,Roadside,2018,05
May-18,08:00,55.9,Nitrogen Dioxide,Roadside,2018,05
May-18,09:00,51.8,Nitrogen Dioxide,Roadside,2018,05
May-18,10:00,50.0,Nitrogen Dioxide,Roadside,2018,05
May-18,11:00,49.1,Nitrogen Dioxide,Roadside,2018,05
May-18,12:00,49.5,Nitrogen Dioxide,Roadside,2018,05
May-18,13:00,49.4,Nitrogen Dioxide,Roadside,2018,05
May-18,14:00,50.6,Nitrogen Dioxide,Roadside,2018,05
May-18,15:00,50.4,Nitrogen Dioxide,Roadside,2018,05
May-18,16:00,51.1,Nitrogen Dioxide,Roadside,2018,05
May-18,17:00,52.3,Nitrogen Dioxide,Roadside,2018,05
May-18,18:00,53.0,Nitrogen Dioxide,Roadside,2018,05
May-18,19:00,53.4,Nitrogen Dioxide,Roadside,2018,05
May-18,20:00,53.9,Nitrogen Dioxide,Roadside,2018,05
May-18,21:00,55.6,Nitrogen Dioxide,Roadside,2018,05
May-18,22:00,53.9,Nitrogen Dioxide,Roadside,2018,05
May-18,23:00,49.6,Nitrogen Dioxide,Roadside,2018,05
Jun-18,00:00,29.4,Nitrogen Dioxide,Roadside,2018,06
Jun-18,01:00,25.5,Nitrogen Dioxide,Roadside,2018,06
Jun-18,02:00,24.3,Nitrogen Dioxide,Roadside,2018,06
Jun-18,03:00,25.0,Nitrogen Dioxide,Roadside,2018,06
Jun-18,04:00,29.8,Nitrogen Dioxide,Roadside,2018,06
Jun-18,05:00,38.6,Nitrogen Dioxide,Roadside,2018,06
Jun-18,06:00,43.7,Nitrogen Dioxide,Roadside,2018,06
Jun-18,07:00,44.6,Nitrogen Dioxide,Roadside,2018,06
Jun-18,08:00,44.7,Nitrogen Dioxide,Roadside,2018,06
Jun-18,09:00,43.0,Nitrogen Dioxide,Roadside,2018,06
Jun-18,10:00,42.0,Nitrogen Dioxide,Roadside,2018,06
Jun-18,11:00,42.4,Nitrogen Dioxide,Roadside,2018,06
Jun-18,12:00,43.4,Nitrogen Dioxide,Roadside,2018,06
Jun-18,13:00,44.1,Nitrogen Dioxide,Roadside,2018,06
Jun-18,14:00,45.1,Nitrogen Dioxide,Roadside,2018,06
Jun-18,15:00,45.5,Nitrogen Dioxide,Roadside,2018,06
Jun-18,16:00,45.5,Nitrogen Dioxide,Roadside,2018,06
Jun-18,17:00,45.9,Nitrogen Dioxide,Roadside,2018,06
Jun-18,18:00,43.6,Nitrogen Dioxide,Roadside,2018,06
Jun-18,19:00,41.7,Nitrogen Dioxide,Roadside,2018,06
Jun-18,20:00,41.9,Nitrogen Dioxide,Roadside,2018,06
Jun-18,21:00,41.6,Nitrogen Dioxide,Roadside,2018,06
Jun-18,22:00,39.5,Nitrogen Dioxide,Roadside,2018,06
Jun-18,23:00,35.0,Nitrogen Dioxide,Roadside,2018,06
Jul-18,00:00,35.9,Nitrogen Dioxide,Roadside,2018,07
Jul-18,01:00,31.9,Nitrogen Dioxide,Roadside,2018,07
Jul-18,02:00,30.3,Nitrogen Dioxide,Roadside,2018,07
Jul-18,03:00,31.6,Nitrogen Dioxide,Roadside,2018,07
Jul-18,04:00,37.3,Nitrogen Dioxide,Roadside,2018,07
Jul-18,05:00,45.2,Nitrogen Dioxide,Roadside,2018,07
Jul-18,06:00,49.7,Nitrogen Dioxide,Roadside,2018,07
Jul-18,07:00,51.1,Nitrogen Dioxide,Roadside,2018,07
Jul-18,08:00,50.7,Nitrogen Dioxide,Roadside,2018,07
Jul-18,09:00,49.3,Nitrogen Dioxide,Roadside,2018,07
Jul-18,10:00,49.6,Nitrogen Dioxide,Roadside,2018,07
Jul-18,11:00,50.2,Nitrogen Dioxide,Roadside,2018,07
Jul-18,12:00,50.5,Nitrogen Dioxide,Roadside,2018,07
Jul-18,13:00,50.6,Nitrogen Dioxide,Roadside,2018,07
Jul-18,14:00,51.1,Nitrogen Dioxide,Roadside,2018,07
Jul-18,15:00,51.2,Nitrogen Dioxide,Roadside,2018,07
Jul-18,16:00,51.3,Nitrogen Dioxide,Roadside,2018,07
Jul-18,17:00,51.3,Nitrogen Dioxide,Roadside,2018,07
Jul-18,18:00,49.1,Nitrogen Dioxide,Roadside,2018,07
Jul-18,19:00,46.2,Nitrogen Dioxide,Roadside,2018,07
Jul-18,20:00,45.7,Nitrogen Dioxide,Roadside,2018,07
Jul-18,21:00,46.2,Nitrogen Dioxide,Roadside,2018,07
Jul-18,22:00,44.6,Nitrogen Dioxide,Roadside,2018,07
Jul-18,23:00,41.5,Nitrogen Dioxide,Roadside,2018,07
Aug-18,00:00,31.0,Nitrogen Dioxide,Roadside,2018,08
Aug-18,01:00,27.2,Nitrogen Dioxide,Roadside,2018,08
Aug-18,02:00,25.4,Nitrogen Dioxide,Roadside,2018,08
Aug-18,03:00,25.9,Nitrogen Dioxide,Roadside,2018,08
Aug-18,04:00,31.0,Nitrogen Dioxide,Roadside,2018,08
Aug-18,05:00,39.1,Nitrogen Dioxide,Roadside,2018,08
Aug-18,06:00,42.9,Nitrogen Dioxide,Roadside,2018,08
Aug-18,07:00,42.2,Nitrogen Dioxide,Roadside,2018,08
Aug-18,08:00,40.9,Nitrogen Dioxide,Roadside,2018,08
Aug-18,09:00,39.8,Nitrogen Dioxide,Roadside,2018,08
Aug-18,10:00,40.1,Nitrogen Dioxide,Roadside,2018,08
Aug-18,11:00,40.5,Nitrogen Dioxide,Roadside,2018,08
Aug-18,12:00,40.6,Nitrogen Dioxide,Roadside,2018,08
Aug-18,13:00,41.2,Nitrogen Dioxide,Roadside,2018,08
Aug-18,14:00,42.5,Nitrogen Dioxide,Roadside,2018,08
Aug-18,15:00,43.5,Nitrogen Dioxide,Roadside,2018,08
Aug-18,16:00,44.6,Nitrogen Dioxide,Roadside,2018,08
Aug-18,17:00,45.8,Nitrogen Dioxide,Roadside,2018,08
Aug-18,18:00,44.3,Nitrogen Dioxide,Roadside,2018,08
Aug-18,19:00,43.9,Nitrogen Dioxide,Roadside,2018,08
Aug-18,20:00,43.2,Nitrogen Dioxide,Roadside,2018,08
Aug-18,21:00,42.3,Nitrogen Dioxide,Roadside,2018,08
Aug-18,22:00,40.3,Nitrogen Dioxide,Roadside,2018,08
Aug-18,23:00,37.0,Nitrogen Dioxide,Roadside,2018,08
Sep-18,00:00,36.8,Nitrogen Dioxide,Roadside,2018,09
Sep-18,01:00,32.5,Nitrogen Dioxide,Roadside,2018,09
Sep-18,02:00,29.8,Nitrogen Dioxide,Roadside,2018,09
Sep-18,03:00,28.8,Nitrogen Dioxide,Roadside,2018,09
Sep-18,04:00,33.1,Nitrogen Dioxide,Roadside,2018,09
Sep-18,05:00,42.3,Nitrogen Dioxide,Roadside,2018,09
Sep-18,06:00,50.1,Nitrogen Dioxide,Roadside,2018,09
Sep-18,07:00,51.3,Nitrogen Dioxide,Roadside,2018,09
Sep-18,08:00,49.9,Nitrogen Dioxide,Roadside,2018,09
Sep-18,09:00,46.5,Nitrogen Dioxide,Roadside,2018,09
Sep-18,10:00,42.1,Nitrogen Dioxide,Roadside,2018,09
Sep-18,11:00,41.2,Nitrogen Dioxide,Roadside,2018,09
Sep-18,12:00,41.8,Nitrogen Dioxide,Roadside,2018,09
Sep-18,13:00,41.9,Nitrogen Dioxide,Roadside,2018,09
Sep-18,14:00,42.6,Nitrogen Dioxide,Roadside,2018,09
Sep-18,15:00,44.2,Nitrogen Dioxide,Roadside,2018,09
Sep-18,16:00,47.0,Nitrogen Dioxide,Roadside,2018,09
Sep-18,17:00,51.5,Nitrogen Dioxide,Roadside,2018,09
Sep-18,18:00,55.7,Nitrogen Dioxide,Roadside,2018,09
Sep-18,19:00,55.0,Nitrogen Dioxide,Roadside,2018,09
Sep-18,20:00,51.8,Nitrogen Dioxide,Roadside,2018,09
Sep-18,21:00,49.8,Nitrogen Dioxide,Roadside,2018,09
Sep-18,22:00,46.4,Nitrogen Dioxide,Roadside,2018,09
Sep-18,23:00,41.6,Nitrogen Dioxide,Roadside,2018,09
Oct-18,00:00,34.3,Nitrogen Dioxide,Roadside,2018,10
Oct-18,01:00,29.7,Nitrogen Dioxide,Roadside,2018,10
Oct-18,02:00,27.5,Nitrogen Dioxide,Roadside,2018,10
Oct-18,03:00,27.5,Nitrogen Dioxide,Roadside,2018,10
Oct-18,04:00,32.6,Nitrogen Dioxide,Roadside,2018,10
Oct-18,05:00,43.3,Nitrogen Dioxide,Roadside,2018,10
Oct-18,06:00,53.0,Nitrogen Dioxide,Roadside,2018,10
Oct-18,07:00,55.7,Nitrogen Dioxide,Roadside,2018,10
Oct-18,08:00,54.6,Nitrogen Dioxide,Roadside,2018,10
Oct-18,09:00,50.8,Nitrogen Dioxide,Roadside,2018,10
Oct-18,10:00,47.3,Nitrogen Dioxide,Roadside,2018,10
Oct-18,11:00,45.7,Nitrogen Dioxide,Roadside,2018,10
Oct-18,12:00,44.7,Nitrogen Dioxide,Roadside,2018,10
Oct-18,13:00,45.5,Nitrogen Dioxide,Roadside,2018,10
Oct-18,14:00,47.1,Nitrogen Dioxide,Roadside,2018,10
Oct-18,15:00,49.7,Nitrogen Dioxide,Roadside,2018,10
Oct-18,16:00,54.7,Nitrogen Dioxide,Roadside,2018,10
Oct-18,17:00,61.2,Nitrogen Dioxide,Roadside,2018,10
Oct-18,18:00,63.1,Nitrogen Dioxide,Roadside,2018,10
Oct-18,19:00,59.3,Nitrogen Dioxide,Roadside,2018,10
Oct-18,20:00,53.9,Nitrogen Dioxide,Roadside,2018,10
Oct-18,21:00,50.2,Nitrogen Dioxide,Roadside,2018,10
Oct-18,22:00,46.0,Nitrogen Dioxide,Roadside,2018,10
Oct-18,23:00,41.2,Nitrogen Dioxide,Roadside,2018,10
Jan-08,00:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,01:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,02:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,03:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,04:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,05:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,06:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,07:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,08:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,09:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,10:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,11:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,12:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,13:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,14:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,15:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,16:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,17:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,18:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,19:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,20:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,21:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,22:00,,Oxides of Nitrogen,Roadside,2008,01
Jan-08,23:00,,Oxides of Nitrogen,Roadside,2008,01
Feb-08,00:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,01:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,02:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,03:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,04:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,05:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,06:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,07:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,08:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,09:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,10:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,11:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,12:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,13:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,14:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,15:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,16:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,17:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,18:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,19:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,20:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,21:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,22:00,,Oxides of Nitrogen,Roadside,2008,02
Feb-08,23:00,,Oxides of Nitrogen,Roadside,2008,02
Mar-08,00:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,01:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,02:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,03:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,04:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,05:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,06:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,07:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,08:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,09:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,10:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,11:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,12:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,13:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,14:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,15:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,16:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,17:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,18:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,19:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,20:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,21:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,22:00,,Oxides of Nitrogen,Roadside,2008,03
Mar-08,23:00,,Oxides of Nitrogen,Roadside,2008,03
Apr-08,00:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,01:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,02:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,03:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,04:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,05:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,06:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,07:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,08:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,09:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,10:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,11:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,12:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,13:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,14:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,15:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,16:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,17:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,18:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,19:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,20:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,21:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,22:00,,Oxides of Nitrogen,Roadside,2008,04
Apr-08,23:00,,Oxides of Nitrogen,Roadside,2008,04
May-08,00:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,01:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,02:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,03:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,04:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,05:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,06:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,07:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,08:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,09:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,10:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,11:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,12:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,13:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,14:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,15:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,16:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,17:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,18:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,19:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,20:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,21:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,22:00,,Oxides of Nitrogen,Roadside,2008,05
May-08,23:00,,Oxides of Nitrogen,Roadside,2008,05
Jun-08,00:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,01:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,02:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,03:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,04:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,05:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,06:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,07:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,08:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,09:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,10:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,11:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,12:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,13:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,14:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,15:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,16:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,17:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,18:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,19:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,20:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,21:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,22:00,,Oxides of Nitrogen,Roadside,2008,06
Jun-08,23:00,,Oxides of Nitrogen,Roadside,2008,06
Jul-08,00:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,01:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,02:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,03:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,04:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,05:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,06:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,07:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,08:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,09:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,10:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,11:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,12:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,13:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,14:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,15:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,16:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,17:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,18:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,19:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,20:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,21:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,22:00,,Oxides of Nitrogen,Roadside,2008,07
Jul-08,23:00,,Oxides of Nitrogen,Roadside,2008,07
Aug-08,00:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,01:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,02:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,03:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,04:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,05:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,06:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,07:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,08:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,09:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,10:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,11:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,12:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,13:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,14:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,15:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,16:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,17:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,18:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,19:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,20:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,21:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,22:00,,Oxides of Nitrogen,Roadside,2008,08
Aug-08,23:00,,Oxides of Nitrogen,Roadside,2008,08
Sep-08,00:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,01:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,02:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,03:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,04:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,05:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,06:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,07:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,08:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,09:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,10:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,11:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,12:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,13:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,14:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,15:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,16:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,17:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,18:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,19:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,20:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,21:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,22:00,,Oxides of Nitrogen,Roadside,2008,09
Sep-08,23:00,,Oxides of Nitrogen,Roadside,2008,09
Oct-08,00:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,01:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,02:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,03:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,04:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,05:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,06:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,07:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,08:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,09:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,10:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,11:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,12:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,13:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,14:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,15:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,16:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,17:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,18:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,19:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,20:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,21:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,22:00,,Oxides of Nitrogen,Roadside,2008,10
Oct-08,23:00,,Oxides of Nitrogen,Roadside,2008,10
Nov-08,00:00,,Oxides of Nitrogen,Roadside,2008,11
Nov-08,01:00,,Oxides of Nitrogen,Roadside,2008,11
Nov-08,02:00,,Oxides of Nitrogen,Roadside,2008,11
Nov-08,03:00,,Oxides of Nitrogen,Roadside,2008,11
Nov-08,04:00,,Oxides of Nitrogen,Roadside,2008,11
Nov-08,05:00,,Oxides of Nitrogen,Roadside,2008,11
Nov-08,06:00,,Oxides of Nitrogen,Roadside,2008,11
Nov-08,07:00,,Oxides of Nitrogen,Roadside,2008,11
Nov-08,08:00,,Oxides of Nitrogen,Roadside,2008,11
Nov-08,09:00,,Oxides of Nitrogen,Roadside,2008,11
Nov-08,10:00,,Oxides of Nitrogen,Roadside,2008,11
Nov-08,11:00,,Oxides of Nitrogen,Roadside,2008,11
Nov-08,12:00,,Oxides of Nitrogen,Roadside,2008,11
Nov-08,13:00,,Oxides of Nitrogen,Roadside,2008,11
Nov-08,14:00,,Oxides of Nitrogen,Roadside,2008,11
Nov-08,15:00,,Oxides of Nitrogen,Roadside,2008,11
Nov-08,16:00,,Oxides of Nitrogen,Roadside,2008,11
Nov-08,17:00,,Oxides of Nitrogen,Roadside,2008,11
Nov-08,18:00,,Oxides of Nitrogen,Roadside,2008,11
Nov-08,19:00,,Oxides of Nitrogen,Roadside,2008,11
