,New code,Area name,Year,Population,Population density,Percent born abroad,Births,Deaths,Std Mortality Rate,Employment Rate,Unemployment Rate,Youth Unemployment Rate,NEET,NEET Rate,DWP Working age client group,DWP Working age client group rates,Employment and Support Allowance Claims,Female JSA Claims,Housing Benefit Claims,Housing Benefit Claims Rate,Incapacity Benefit Claims,Income Support Claims,Income Support Claims Rate,Male JSA Claims,Total JSA Claims,Inner/Outer London,% of economically active with NVQ4+ - working age,% of economically active with NVQ3 only - working age,% of economically active with Trade Apprenticeships - working age,% of economically active with NVQ2 only - working age,% of economically active with NVQ1 only - working age,% of economically active with other qualifications - working age,% of economically active with no qualifications - working age,Gross Annual Pay - Full Time - Total (£),Gross Annual Pay - Full Time - Male (£),Gross Annual Pay - Full Time - Female (£),Median Modelled Household income (£),Mean Modelled Household income (£),Number of active businesses,Two-year business survival rates,Number Employed - Total,Number Employed - Male,Number Employed - Female,Jobs Density,Crime Rates per thousand population,Fires per thousand population,Ambulance incidents per hundred population,Total Carbon Emissions,Household Waste Recycling Rate,Number of Licensed Vehicles,Traffic Flows,% of adults who cycle at least once per month,Road Casualties (Killed or Seriously Injured),Average Public Transport Accessibility Score,% children living in out-of-work households,% of Children in Poverty,Household Estimates,Median House Price (£),Number of properties sold,Tenure: Owned Outright (%),Tenure: Buying with mortgage (%),Tenure: Rented from Local Authority or Housing Association (%),Tenure: Rented from Private landlord (%)
138,E09000007,Camden,2003,204254.0,,,,,,,,,,,,,,,,,,,,,,Inner,,,,,,,,,,,,,,,,,,,249.7674464,,,,19.0,,,,,,,,,,,,,,
139,E09000008,Croydon,2003,335919.0,,,,,,,,,,,,,,,,,,,,,,Outer,,,,,,,,,,,,,,,,,,,110.2736076,,,,14.0,,,,,,,,,,,,,,
140,E09000009,Ealing,2003,308108.0,,,,,,,,,,,,,,,,,,,,,,Outer,,,,,,,,,,,,,,,,,,,123.0964467,,,,15.0,,,,,,,,,,,,,,
141,E09000010,Enfield,2003,281835.0,,,,,,,,,,,,,,,,,,,,,,Outer,,,,,,,,,,,,,,,,,,,106.4381642,,,,16.0,,,,,,,,,,,,,,
142,E09000011,Greenwich,2003,224303.0,,,,,,,,,,,,,,,,,,,,,,Outer,,,,,,,,,,,,,,,,,,,139.7529235,,,,12.0,,,,,,,,,,,,,,
143,E09000012,Hackney,2003,212405.0,,,,,,,,,,,,,,,,,,,,,,Outer,,,,,,,,,,,,,,,,,,,183.7762765,,,,6.0,,,,,,,,,,,,,,
144,E09000013,Hammersmith and Fulham,2003,171510.0,,,,,,,,,,,,,,,,,,,,,,Outer,,,,,,,,,,,,,,,,,,,167.0456533,,,,16.0,,,,,,,,,,,,,,
145,E09000014,Haringey,2003,225027.0,,,,,,,,,,,,,,,,,,,,,,Outer,,,,,,,,,,,,,,,,,,,163.5670386,,,,9.0,,,,,,,,,,,,,,
146,E09000015,Harrow,2003,213728.0,,,,,,,,,,,,,,,,,,,,,,Outer,,,,,,,,,,,,,,,,,,,86.23109747,,,,16.0,,,,,,,,,,,,,,
147,E09000016,Havering,2003,225248.0,,,,,,,,,,,,,,,,,,,,,,Outer,,,,,,,,,,,,,,,,,,,98.40264952,,,,8.0,,,,,,,,,,,,,,
148,E09000017,Hillingdon,2003,248054.0,,,,,,,,,,,,,,,,,,,,,,Outer,,,,,,,,,,,,,,,,,,,118.3169794,,,,34.0,,,,,,,,,,,,,,
149,E09000018,Hounslow,2003,216498.0,,,,,,,,,,,,,,,,,,,,,,Outer,,,,,,,,,,,,,,,,,,,140.4909052,,,,20.0,,,,,,,,,,,,,,
150,E09000019,Islington,2003,180899.0,,,,,,,,,,,,,,,,,,,,,,Inner,,,,,,,,,,,,,,,,,,,225.6286657,,,,7.0,,,,,,,,,,,,,,
151,E09000020,Kensington and Chelsea,2003,165268.0,,,,,,,,,,,,,,,,,,,,,,Inner,,,,,,,,,,,,,,,,,,,180.7548951,,,,15.0,,,,,,,,,,,,,,
152,E09000021,Kingston upon Thames,2003,149683.0,,,,,,,,,,,,,,,,,,,,,,Outer,,,,,,,,,,,,,,,,,,,108.956929,,,,19.0,,,,,,,,,,,,,,
153,E09000022,Lambeth,2003,272195.0,,,,,,,,,,,,,,,,,,,,,,Inner,,,,,,,,,,,,,,,,,,,183.4603869,,,,12.0,,,,,,,,,,,,,,
154,E09000023,Lewisham,2003,251936.0,,,,,,,,,,,,,,,,,,,,,,Inner,,,,,,,,,,,,,,,,,,,125.3373873,,,,8.0,,,,,,,,,,,,,,
155,E09000024,Merton,2003,189298.0,,,,,,,,,,,,,,,,,,,,,,Outer,,,,,,,,,,,,,,,,,,,98.98678274,,,,15.0,,,,,,,,,,,,,,
156,E09000025,Newham,2003,256224.0,,,,,,,,,,,,,,,,,,,,,,Inner,,,,,,,,,,,,,,,,,,,158.5136443,,,,2.0,,,,,,,,,,,,,,
157,E09000026,Redbridge,2003,247412.0,,,,,,,,,,,,,,,,,,,,,,Outer,,,,,,,,,,,,,,,,,,,114.9418783,,,,9.0,,,,,,,,,,,,,,
158,E09000027,Richmond upon Thames,2003,177182.0,,,,,,,,,,,,,,,,,,,,,,Outer,,,,,,,,,,,,,,,,,,,87.17589823,,,,24.0,,,,,,,,,,,,,,
159,E09000028,Southwark,2003,255242.0,,,,,,,,,,,,,,,,,,,,,,Inner,,,,,,,,,,,,,,,,,,,181.3024502,,,,7.0,,,,,,,,,,,,,,
160,E09000029,Sutton,2003,181267.0,,,,,,,,,,,,,,,,,,,,,,Outer,,,,,,,,,,,,,,,,,,,89.11715867,,,,25.0,,,,,,,,,,,,,,
161,E09000030,Tower Hamlets,2003,208651.0,,,,,,,,,,,,,,,,,,,,,,Inner,,,,,,,,,,,,,,,,,,,187.8160181,,,,5.0,,,,,,,,,,,,,,
162,E09000031,Waltham Forest,2003,224115.0,,,,,,,,,,,,,,,,,,,,,,Outer,,,,,,,,,,,,,,,,,,,137.9291881,,,,12.0,,,,,,,,,,,,,,
163,E09000032,Wandsworth,2003,276828.0,,,,,,,,,,,,,,,,,,,,,,Inner,,,,,,,,,,,,,,,,,,,121.2557978,,,,18.0,,,,,,,,,,,,,,
164,E09000033,Westminster,2003,211009.0,,,,,,,,,,,,,,,,,,,,,,Inner,,,,,,,,,,,,,,,,,,,375.7943974,,,,11.0,,,,,,,,,,,,,,
165,E09000001,City of London,2004,7118.0,,,,,,,,,,,,,,,,,,,,,,Inner,80.6,!,!,!,!,!,!,43347,52252,31771,,,,,,,,,-,,,,14.0,,198.0,,44.0,,,,,300000.0,,,,,
166,E09000002,Barking and Dagenham,2004,165610.0,,,,,,,,,,,,,,,,,,,,,,Outer,17.2,10.8,6.4,12.7,20.8,15.9,16.3,26089,28576,20638,,,,,,,,,129.4728579,,,,14.0,,551.0,,90.0,,,,,160000.0,,,,,
167,E09000003,Barnet,2004,323723.0,,,,,,,,,,,,,,,,,,,,,,Outer,41.6,13.3,4.2,13,6.2,14.7,6.8,-,28709,-,,,,,,,,,117.0352431,,,,20.0,,1622.0,,172.0,,,,,249950.0,,,,,
168,E09000004,Bexley,2004,220917.0,,,,,,,,,,,,,,,,,,,,,,Outer,17.3,17.3,6.3,22.4,19.9,8.3,8.6,20946,24424,16964,,,,,,,,,85.3669025,,,,30.0,,1004.0,,82.0,,,,,175000.0,,,,,
169,E09000005,Brent,2004,268335.0,,,,,,,,,,,,,,,,,,,,,,Outer,31.7,11.1,4.1,8.7,7.6,25.2,11.6,23323,24744,20496,,,,,,,,,132.6029031,,,,14.0,,977.0,,155.0,,,,,225000.0,,,,,
170,E09000006,Bromley,2004,297307.0,,,,,,,,,,,,,,,,,,,,,,Outer,38.4,14,5.2,15.2,13,6.6,7.5,21192,22346,19727,,,,,,,,,103.4654414,,,,23.0,,1333.0,,158.0,,,,,225000.0,,,,,
171,E09000007,Camden,2004,207341.0,,,,,,,,,,,,,,,,,,,,,,Inner,55.7,7.5,0.7,7.1,4.6,19.7,4.6,30510,33985,27446,,,,,,,,,219.1172995,,,,25.0,,574.0,,148.0,,,,,305000.0,,,,,
172,E09000008,Croydon,2004,337134.0,,,,,,,,,,,,,,,,,,,,,,Outer,31.1,14.4,3.5,14.6,18.1,10.6,7.6,24371,27949,19942,,,,,,,,,103.8281514,,,,13.0,,1311.0,,156.0,,,,,186000.0,,,,,
173,E09000009,Ealing,2004,310073.0,,,,,,,,,,,,,,,,,,,,,,Outer,44.5,9.7,3.4,9.9,8.6,14.7,9.2,26722,28803,23238,,,,,,,,,117.4497618,,,,15.0,,1343.0,,147.0,,,,,232000.0,,,,,
174,E09000010,Enfield,2004,282217.0,,,,,,,,,,,,,,,,,,,,,,Outer,26.6,12.3,5.1,12.5,15.3,16.2,11.9,27414,29717,22703,,,,,,,,,99.6786161,,,,24.0,,1559.0,,173.0,,,,,193000.0,,,,,
175,E09000011,Greenwich,2004,227190.0,,,,,,,,,,,,,,,,,,,,,,Outer,32.9,13.7,5.6,14,12.5,12.8,8.6,25387,28079,20847,,,,,,,,,137.2683657,,,,19.0,,1172.0,,113.0,,,,,180000.0,,,,,
176,E09000012,Hackney,2004,213581.0,,,,,,,,,,,,,,,,,,,,,,Outer,42.7,5.9,3.4,7.5,7.8,18,14.7,26687,29196,22985,,,,,,,,,170.8578947,,,,12.0,,533.0,,149.0,,,,,213000.0,,,,,
177,E09000013,Hammersmith and Fulham,2004,172083.0,,,,,,,,,,,,,,,,,,,,,,Outer,55.5,8.3,2.5,4,4.3,21.1,4.3,29830,32621,26511,,,,,,,,,157.7087801,,,,20.0,,600.0,,113.0,,,,,300000.0,,,,,
178,E09000014,Haringey,2004,226472.0,,,,,,,,,,,,,,,,,,,,,,Outer,45.0,10.1,2.4,8.9,8.6,13.3,11.6,23481,25468,20415,,,,,,,,,156.9862941,,,,14.0,,601.0,,131.0,,,,,213600.0,,,,,
179,E09000015,Harrow,2004,216267.0,,,,,,,,,,,,,,,,,,,,,,Outer,37.5,10.6,5.6,12.3,8.7,18.1,7.3,24750,28971,22508,,,,,,,,,83.72521004,,,,19.0,,636.0,,83.0,,,,,245000.0,,,,,
180,E09000016,Havering,2004,225769.0,,,,,,,,,,,,,,,,,,,,,,Outer,13.7,15.2,7.3,22.9,18.9,9,13,18240,23192,14293,,,,,,,,,94.92445819,,,,16.0,,1429.0,,130.0,,,,,188000.0,,,,,
181,E09000017,Hillingdon,2004,248691.0,,,,,,,,,,,,,,,,,,,,,,Outer,27.8,16.1,5.2,14.6,13.2,14.4,8.8,28003,29996,22231,,,,,,,,,111.7853079,,,,27.0,,2194.0,,157.0,,,,,210000.0,,,,,
182,E09000018,Hounslow,2004,219440.0,,,,,,,,,,,,,,,,,,,,,,Outer,30.4,13.2,3.8,11.6,12.9,19.5,8.5,27457,30526,23463,,,,,,,,,127.178272,,,,17.0,,1647.0,,134.0,,,,,215000.0,,,,,
183,E09000019,Islington,2004,180831.0,,,,,,,,,,,,,,,,,,,,,,Inner,50.4,9.6,1.3,7.5,8,10.4,12.9,30410,33092,27531,,,,,,,,,209.8976392,,,,11.0,,454.0,,101.0,,,,,250000.0,,,,,
184,E09000020,Kensington and Chelsea,2004,165752.0,,,,,,,,,,,,,,,,,,,,,,Inner,47.9,11.8,1.7,3.8,2.7,27.9,4.2,26846,28118,24608,,,,,,,,,161.7597374,,,,18.0,,563.0,,105.0,,,,,450000.0,,,,,
185,E09000021,Kingston upon Thames,2004,151055.0,,,,,,,,,,,,,,,,,,,,,,Outer,46.1,15.9,3.6,10.7,11,9,3.7,23708,25056,22647,,,,,,,,,103.8694515,,,,18.0,,982.0,,64.0,,,,,235000.0,,,,,
186,E09000022,Lambeth,2004,274262.0,,,,,,,,,,,,,,,,,,,,,,Inner,49.0,7,2.5,7.6,6.8,15.8,11.2,27186,30010,24637,,,,,,,,,166.9352663,,,,16.0,,855.0,,167.0,,,,,220000.0,,,,,
187,E09000023,Lewisham,2004,252455.0,,,,,,,,,,,,,,,,,,,,,,Inner,38.2,12.3,3.3,11.4,11.7,14.7,8.4,25238,26998,24317,,,,,,,,,137.9770652,,,,10.0,,848.0,,147.0,,,,,180000.0,,,,,
188,E09000024,Merton,2004,188908.0,,,,,,,,,,,,,,,,,,,,,,Outer,39.8,11.1,5,11.1,8.3,16.7,8,23208,24773,-,,,,,,,,,91.4783916,,,,20.0,,653.0,,79.0,,,,,225000.0,,,,,
189,E09000025,Newham,2004,254434.0,,,,,,,,,,,,,,,,,,,,,,Inner,23.3,8.6,3.2,11.7,12.6,19.6,21,-,27226,21949,,,,,,,,,143.2984585,,,,6.0,,901.0,,114.0,,,,,186998.0,,,,,
190,E09000026,Redbridge,2004,248774.0,,,,,,,,,,,,,,,,,,,,,,Outer,30.8,10.4,3.7,14.7,13.4,15.5,11.5,-,-,19975,,,,,,,,,105.2079397,,,,16.0,,1008.0,,118.0,,,,,220000.0,,,,,
191,E09000027,Richmond upon Thames,2004,179312.0,,,,,,,,,,,,,,,,,,,,,,Outer,51.1,15.7,2.8,7.4,4.6,14.2,4.2,26770,31948,22881,,,,,,,,,85.43767288,,,,24.0,,880.0,,80.0,,,,,292000.0,,,,,
192,E09000028,Southwark,2004,257257.0,,,,,,,,,,,,,,,,,,,,,,Inner,45.8,9.5,3.1,8.5,7.6,15.8,9.8,29609,32909,25065,,,,,,,,,170.1450301,,,,11.0,,827.0,,126.0,,,,,222500.0,,,,,
193,E09000029,Sutton,2004,181094.0,,,,,,,,,,,,,,,,,,,,,,Outer,26.8,16.2,6.1,18.4,16.1,7.5,9,24514,25840,22037,,,,,,,,,93.55362408,,,,28.0,,702.0,,64.0,,,,,188000.0,,,,,
194,E09000030,Tower Hamlets,2004,211154.0,,,,,,,,,,,,,,,,,,,,,,Inner,38.4,10.7,1.6,10.3,9.4,15.1,14.6,39128,43045,32610,,,,,,,,,172.0497836,,,,7.0,,948.0,,133.0,,,,,230000.0,,,,,
195,E09000031,Waltham Forest,2004,225002.0,,,,,,,,,,,,,,,,,,,,,,Outer,30.4,8.1,4.8,15.5,14.3,14.4,12.6,23857,25173,20912,,,,,,,,,131.069946,,,,18.0,,723.0,,105.0,,,,,188000.0,,,,,
196,E09000032,Wandsworth,2004,278615.0,,,,,,,,,,,,,,,,,,,,,,Inner,55.7,11.5,2.1,9.4,4.9,11.5,5,26137,28184,23966,,,,,,,,,113.5653141,,,,17.0,,954.0,,150.0,,,,,260000.0,,,,,
197,E09000033,Westminster,2004,214557.0,,,,,,,,,,,,,,,,,,,,,,Inner,45.6,7,1.4,7.2,3.5,28.5,6.8,31482,35848,27127,,,,,,,,,369.7758638,,,,15.0,,1013.0,,281.0,,,,,350000.0,,,,,
198,E09000001,City of London,2005,7131.0,,,,,,,,,,,,,,,,,,,,,,Inner,73.1,!,!,!,!,!,!,45000,53356,34107,,,,,,,,,-,,,1632.134854,18.0,,193.0,,43.0,,,,,310000.0,,,,,
199,E09000002,Barking and Dagenham,2005,166275.0,,,,,,,,,,,,,,,,,,,,,,Outer,20.2,12,5.5,12,19.5,14.2,16.4,26680,28609,21086,,,,,,,,,132.6838069,,,931.242174,17.0,,595.0,,52.0,,,,,163000.0,,,,,
200,E09000003,Barnet,2005,327541.0,,,,,,,,,,,,,,,,,,,,,,Outer,46.9,12.2,3.1,9.9,6.1,15.4,6.4,27033,32316,22337,,,,,,,,,106.4630077,,,1763.9588,27.0,,1634.0,,146.0,,,,,250000.0,,,,,
201,E09000004,Bexley,2005,222391.0,,,,,,,,,,,,,,,,,,,,,,Outer,21.8,17.8,5.1,20.3,18.6,7.8,8.5,23936,26849,-,,,,,,,,,89.98115931,,,1285.001927,38.0,,997.0,,87.0,,,,,183500.0,,,,,
202,E09000005,Brent,2005,270939.0,,,,,,,,,,,,,,,,,,,,,,Outer,35.8,15.3,4.1,7.5,4.7,24.4,8.2,24209,25594,22008,,,,,,,,,129.6970905,,,1427.991587,20.0,,973.0,,124.0,,,,,241250.0,,,,,
203,E09000006,Bromley,2005,299421.0,,,,,,,,,,,,,,,,,,,,,,Outer,33.6,16.9,4.5,14.9,13.7,10.3,6.1,24241,25933,22160,,,,,,,,,102.841818,,,1568.055999,27.0,,1315.0,,134.0,,,,,230000.0,,,,,
204,E09000007,Camden,2005,211088.0,,,,,,,,,,,,,,,,,,,,,,Inner,60.0,7.8,2.3,7,6.7,12.4,3.8,31358,36581,27231,,,,,,,,,200.0871674,,,1683.54726,27.0,,510.0,,131.0,,,,,325000.0,,,,,
205,E09000008,Croydon,2005,339052.0,,,,,,,,,,,,,,,,,,,,,,Outer,32.6,15,4.2,14.4,15.2,10.9,7.6,24652,28192,-,,,,,,,,,102.8131378,,,1765.572539,16.0,,1284.0,,158.0,,,,,195000.0,,,,,
206,E09000009,Ealing,2005,312774.0,,,,,,,,,,,,,,,,,,,,,,Outer,44.0,9,3.1,8.7,8.7,20.8,5.9,27235,29529,22861,,,,,,,,,119.2394508,,,1676.789471,19.0,,1325.0,,127.0,,,,,237500.0,,,,,
207,E09000010,Enfield,2005,284779.0,,,,,,,,,,,,,,,,,,,,,,Outer,34.2,11.5,7,10.1,16,11.6,9.5,24594,28820,20595,,,,,,,,,96.4712988,,,1586.931026,27.0,,1538.0,,126.0,,,,,200000.0,,,,,
208,E09000011,Greenwich,2005,230494.0,,,,,,,,,,,,,,,,,,,,,,Outer,31.8,13.8,6.7,13,11.9,12.4,10.4,26330,29897,23095,,,,,,,,,136.0295713,,,1262.883666,22.0,,1159.0,,108.0,,,,,199995.0,,,,,
209,E09000012,Hackney,2005,216512.0,,,,,,,,,,,,,,,,,,,,,,Outer,41.7,7,3.1,8.2,7.6,18.4,13.9,28923,30583,26311,,,,,,,,,159.9449453,,,915.265064,16.0,,523.0,,124.0,,,,,220000.0,,,,,
210,E09000013,Hammersmith and Fulham,2005,173292.0,,,,,,,,,,,,,,,,,,,,,,Outer,57.0,7.8,1.8,6.1,7,14.4,5.9,30787,33855,28145,,,,,,,,,149.2336634,,,1090.218794,21.0,,579.0,,122.0,,,,,324000.0,,,,,
211,E09000014,Haringey,2005,229271.0,,,,,,,,,,,,,,,,,,,,,,Outer,45.5,8.8,2.2,10,7.6,16.5,9.3,24626,26886,22897,,,,,,,,,154.2584976,,,1045.688707,19.0,,601.0,,94.0,,,,,225000.0,,,,,
212,E09000015,Harrow,2005,221109.0,,,,,,,,,,,,,,,,,,,,,,Outer,37.2,12.6,3.5,12.2,8.7,19.9,5.9,26162,30052,23058,,,,,,,,,79.06055384,,,1010.5361300000001,27.0,,627.0,,76.0,,,,,249000.0,,,,,
213,E09000016,Havering,2005,226990.0,,,,,,,,,,,,,,,,,,,,,,Outer,20.4,15,6.1,15.6,19.9,8,14.9,24296,27190,-,,,,,,,,,95.91611965,,,1323.0305039999998,18.0,,1465.0,,83.0,,,,,195000.0,,,,,
214,E09000017,Hillingdon,2005,251430.0,,,,,,,,,,,,,,,,,,,,,,Outer,32.3,13.5,7.6,12.4,10.3,13.7,10,29351,32928,23506,,,,,,,,,112.8624269,,,2324.5323940000003,28.0,,2170.0,,126.0,,,,,219000.0,,,,,
215,E09000018,Hounslow,2005,223776.0,,,,,,,,,,,,,,,,,,,,,,Outer,31.6,14.2,3.6,11.2,12.7,18.4,8.3,29584,-,23842,,,,,,,,,121.6975904,,,1602.235208,19.0,,1591.0,,120.0,,,,,220000.0,,,,,
216,E09000019,Islington,2005,183477.0,,,,,,,,,,,,,,,,,,,,,,Inner,51.0,7.1,2.8,8.4,7.7,13,10,30499,32817,27664,,,,,,,,,201.9326673,,,1186.063818,18.0,,446.0,,90.0,,,,,270000.0,,,,,
217,E09000020,Kensington and Chelsea,2005,168375.0,,,,,,,,,,,,,,,,,,,,,,Inner,56.2,8.9,1.9,6.8,4.7,16.8,4.6,26855,28228,25232,,,,,,,,,146.8804751,,,1374.684356,20.0,,558.0,,113.0,,,,,465000.0,,,,,
218,E09000021,Kingston upon Thames,2005,152489.0,,,,,,,,,,,,,,,,,,,,,,Outer,42.8,13.2,1.6,13.3,9.2,13.4,6.4,24937,28812,21577,,,,,,,,,99.29240798,,,888.6758762000001,24.0,,971.0,,63.0,,,,,239950.0,,,,,
219,E09000022,Lambeth,2005,277620.0,,,,,,,,,,,,,,,,,,,,,,Inner,48.8,9.3,2,9.6,6.7,9.4,14.1,28347,30229,26497,,,,,,,,,151.1706649,,,1413.445381,22.0,,835.0,,162.0,,,,,230000.0,,,,,
220,E09000023,Lewisham,2005,254930.0,,,,,,,,,,,,,,,,,,,,,,Inner,36.6,11,3.9,9,12.3,18.2,9.1,28022,28644,24958,,,,,,,,,130.965363,,,1169.173413,12.0,,835.0,,145.0,,,,,185000.0,,,,,
221,E09000024,Merton,2005,190583.0,,,,,,,,,,,,,,,,,,,,,,Outer,47.0,10.1,3.6,9.6,8.5,10.4,10.7,25991,28211,20284,,,,,,,,,90.76885137,,,910.2867114000001,23.0,,645.0,,71.0,,,,,233000.0,,,,,
222,E09000025,Newham,2005,253798.0,,,,,,,,,,,,,,,,,,,,,,Inner,27.4,9,3.7,11.2,11.2,24.2,13.3,26331,29017,21752,,,,,,,,,153.7443163,,,1454.917495,10.0,,931.0,,80.0,,,,,197000.0,,,,,
223,E09000026,Redbridge,2005,251560.0,,,,,,,,,,,,,,,,,,,,,,Outer,41.0,8.6,5.3,12,12.3,12.9,7.8,26462,26824,25572,,,,,,,,,98.10383209,,,1109.5344029999999,17.0,,1061.0,,94.0,,,,,227000.0,,,,,
224,E09000027,Richmond upon Thames,2005,181508.0,,,,,,,,,,,,,,,,,,,,,,Outer,53.7,12.7,2.8,8.8,4.9,11.3,5.7,26809,28532,-,,,,,,,,,82.04046103,,,1051.8932550000002,29.0,,860.0,,72.0,,,,,300000.0,,,,,
225,E09000028,Southwark,2005,261811.0,,,,,,,,,,,,,,,,,,,,,,Inner,49.5,9.6,1.5,5.5,8,10.1,15.8,29534,32763,25036,,,,,,,,,158.2515632,,,1732.733621,15.0,,820.0,,132.0,,,,,237500.0,,,,,
226,E09000029,Sutton,2005,182103.0,,,,,,,,,,,,,,,,,,,,,,Outer,32.0,18.8,2.6,16.3,14.4,7.2,8.7,25714,-,23379,,,,,,,,,88.28520123,,,877.3125574,29.0,,700.0,,66.0,,,,,200000.0,,,,,
227,E09000030,Tower Hamlets,2005,213382.0,,,,,,,,,,,,,,,,,,,,,,Inner,37.7,8.8,1.7,7.8,10,21,13,39493,45711,34634,,,,,,,,,158.1951617,,,2006.7778640000001,9.0,,936.0,,111.0,,,,,235548.0,,,,,
228,E09000031,Waltham Forest,2005,226747.0,,,,,,,,,,,,,,,,,,,,,,Outer,27.5,7.9,3.1,17.2,9.7,21.5,13.1,21931,22592,21388,,,,,,,,,132.9367092,,,992.6795281999999,22.0,,749.0,,93.0,,,,,199000.0,,,,,
229,E09000032,Wandsworth,2005,283229.0,,,,,,,,,,,,,,,,,,,,,,Inner,51.4,10.6,2,6.6,6.1,15.1,8,26549,28996,23789,,,,,,,,,106.3803495,,,1483.743347,21.0,,935.0,,121.0,,,,,277475.0,,,,,
230,E09000033,Westminster,2005,223132.0,,,,,,,,,,,,,,,,,,,,,,Inner,51.6,6.2,2.5,7,4.7,20.1,7.9,32519,37156,28003,,,,,,,,,320.8056218,,,3382.775493,18.0,,1016.0,,263.0,,,,,380000.0,,,,,
231,E09000001,City of London,2006,7254.0,,-,-,32.0,-,58.7,-,,,,430.0,7.5,,30,,,190,160,2.808988764,90,120,Inner,67.9,!,!,!,!,!,!,46292,55543,36069,,,,,,,,,-,,,1765.3115070000001,28.0,,196.0,,61.0,,,,,341000.0,,,,,
232,E09000002,Barking and Dagenham,2006,167157.0,,21.1,3208,1474.0,111,62.2,9.5,,,,21740.0,20.6,,1200,,,8630,11100,10.5244195,2990,4190,Outer,18.5,11.2,3.5,15.2,19.5,15.2,17,26549,28695,-,,,,,,,,,127.9276369,,,936.4348194,21.0,,624.0,,67.0,,,,,168000.0,,,,,
233,E09000003,Barnet,2006,330801.0,,35.6,4834,2461.0,86,68.7,6.5,,,,24920.0,11.4,,1610,,,10380,11910,5.453271733999999,3520,5130,Outer,42.3,10,2,11,7.3,22.1,5.3,26071,31000,22462,,,,,,,,,90.44712682,,,1776.8729219999998,29.0,,1660.0,,147.0,,,,,275000.0,,,,,
234,E09000004,Bexley,2006,223280.0,,11.3,2788,1903.0,93,75.2,5.4,,,,15910.0,11.2,,880,,,6690,6490,4.582686061,1970,2850,Outer,24.2,17.5,4,17.7,19.5,10.9,6.3,24719,28903,21522,,,,,,,,,76.12414905,,,1268.8309359999998,40.0,,979.0,,103.0,,,,,195000.0,,,,,
235,E09000005,Brent,2006,276504.0,,50.5,4700,1502.0,83,63.9,9.8,,,,30330.0,16.0,,1950,,,12990,14930,7.879917031000001,5150,7110,Outer,35.0,9.7,3.7,8.3,9.1,26.9,7.2,25279,26808,23185,,,,,,,,,110.2117872,,,1397.260589,22.0,,964.0,,107.0,,,,,249999.0,,,,,
236,E09000006,Bromley,2006,300963.0,,11.7,3740,2598.0,85,75.8,4.6,,,,19700.0,10.3,,1060,,,8650,8590,4.484234705,2480,3550,Outer,39.1,14.5,4.2,14,11.7,9.5,7.1,25715,27850,23287,,,,,,,,,94.44350302,,,1603.62949,32.0,,1308.0,,163.0,,,,,242500.0,,,,,
237,E09000007,Camden,2006,211032.0,,40.6,3012,1265.0,97,66.0,8.1,,,,24450.0,15.8,,1580,,,11700,13450,8.663222848,3730,5310,Inner,60.1,8.2,1.1,6.8,4.9,12.6,6.3,32418,35800,29503,,,,,,,,,201.083248,,,1802.040085,28.0,,512.0,,123.0,,,,,360000.0,,,,,
238,E09000008,Croydon,2006,340449.0,,24.3,5024,2582.0,98,72.4,6.5,,,,30000.0,13.3,,1720,,,12230,14690,6.519153619,4220,5940,Outer,33.6,17.5,3.3,14.5,11,10.2,10,26049,28363,21893,,,,,,,,,92.55424454,,,1733.0703800000001,20.0,,1280.0,,149.0,,,,,206000.0,,,,,
239,E09000009,Ealing,2006,315329.0,,41.3,5064,1892.0,91,69.4,8,,,,29240.0,13.3,,1710,,,13080,14060,6.413736161,4260,5970,Outer,39.9,10.6,2.7,9.4,7.7,22.3,7.5,26354,28499,23426,,,,,,,,,116.4942013,,,1710.1828510000003,25.0,,1321.0,,147.0,,,,,249000.0,,,,,
240,E09000010,Enfield,2006,287429.0,,30.3,4543,2137.0,94,71.1,4.4,,,,30410.0,16.2,,1910,,,12490,15410,8.206324355,4470,6380,Outer,39.9,11.3,4.5,11.6,9.5,16.1,7.1,25088,27618,22339,,,,,,,,,94.13803061,,,1726.3523,30.0,,1601.0,,135.0,,,,,210000.0,,,,,
241,E09000011,Greenwich,2006,233990.0,,21.1,4236,1788.0,106,67.7,7.5,,,,27680.0,17.5,,1680,,,11390,14470,9.162693211,4110,5790,Outer,38.9,13.1,4.4,15.2,10.4,9.4,8.5,27363,29589,22111,,,,,,,,,127.4798068,,,1258.9565910000001,24.0,,1144.0,,122.0,,,,,209000.0,,,,,
242,E09000012,Hackney,2006,220193.0,,38.4,4613,1248.0,108,58.3,12.6,,,,32660.0,21.2,,2110,,,13280,18490,12.03078945,5450,7560,Outer,44.6,9.1,1.4,11.9,5.2,13.1,14.7,30105,32270,26010,,,,,,,,,141.5122188,,,928.4291162000001,20.0,,543.0,,117.0,,,,,247500.0,,,,,
243,E09000013,Hammersmith and Fulham,2006,174675.0,,37,2770,873.0,80,69.3,8.4,,,,18000.0,13.8,,1120,,,8160,9840,7.565215386,2680,3800,Outer,59.0,8.7,1.5,5.3,5.9,15.7,3.9,30464,33179,27995,,,,,,,,,145.0350651,,,1113.884719,24.0,,594.0,,133.0,,,,,350000.0,,,,,
