year,Borough,gender,Occupation type,Count
2015,Bromley,female, 2: professional occupations (SOC2010),20200
2015,Camden,female, 2: professional occupations (SOC2010),22500
2015,Croydon,female, 2: professional occupations (SOC2010),17400
2015,Ealing,female, 2: professional occupations (SOC2010),13800
2015,Enfield,female, 2: professional occupations (SOC2010),17000
2015,Greenwich,female, 2: professional occupations (SOC2010),12200
2015,Hackney,female, 2: professional occupations (SOC2010),16600
2015,Hammersmith and Fulham,female, 2: professional occupations (SOC2010),15400
2015,Haringey,female, 2: professional occupations (SOC2010),18000
2015,Harrow,female, 2: professional occupations (SOC2010),11900
2015,Havering,female, 2: professional occupations (SOC2010),10800
2015,Hillingdon,female, 2: professional occupations (SOC2010),13100
2015,Hounslow,female, 2: professional occupations (SOC2010),10100
2015,Islington,female, 2: professional occupations (SOC2010),18200
2015,Kensington and Chelsea,female, 2: professional occupations (SOC2010),10000
2015,Kingston upon Thames,female, 2: professional occupations (SOC2010),10200
2015,Lambeth,female, 2: professional occupations (SOC2010),25200
2015,Lewisham,female, 2: professional occupations (SOC2010),17400
2015,Merton,female, 2: professional occupations (SOC2010),13100
2015,Newham,female, 2: professional occupations (SOC2010),9400
2015,Redbridge,female, 2: professional occupations (SOC2010),13700
2015,Richmond upon Thames,female, 2: professional occupations (SOC2010),18700
2015,Southwark,female, 2: professional occupations (SOC2010),22300
2015,Sutton,female, 2: professional occupations (SOC2010),11100
2015,Tower Hamlets,female, 2: professional occupations (SOC2010),14900
2015,Waltham Forest,female, 2: professional occupations (SOC2010),17500
2015,Wandsworth,female, 2: professional occupations (SOC2010),24500
2015,Westminster,female, 2: professional occupations (SOC2010),12000
2016,Barking and Dagenham,female, 2: professional occupations (SOC2010),7700
2016,Barnet,female, 2: professional occupations (SOC2010),21700
2016,Bexley,female, 2: professional occupations (SOC2010),10700
2016,Brent,female, 2: professional occupations (SOC2010),12100
2016,Bromley,female, 2: professional occupations (SOC2010),22900
2016,Camden,female, 2: professional occupations (SOC2010),25000
2016,Croydon,female, 2: professional occupations (SOC2010),16700
2016,Ealing,female, 2: professional occupations (SOC2010),21700
2016,Enfield,female, 2: professional occupations (SOC2010),16900
2016,Greenwich,female, 2: professional occupations (SOC2010),14900
2016,Hackney,female, 2: professional occupations (SOC2010),18700
2016,Hammersmith and Fulham,female, 2: professional occupations (SOC2010),10300
2016,Haringey,female, 2: professional occupations (SOC2010),20700
2016,Harrow,female, 2: professional occupations (SOC2010),12700
2016,Havering,female, 2: professional occupations (SOC2010),13200
2016,Hillingdon,female, 2: professional occupations (SOC2010),18700
2016,Hounslow,female, 2: professional occupations (SOC2010),10200
2016,Islington,female, 2: professional occupations (SOC2010),20200
2016,Kensington and Chelsea,female, 2: professional occupations (SOC2010),8400
2016,Kingston upon Thames,female, 2: professional occupations (SOC2010),14400
2016,Lambeth,female, 2: professional occupations (SOC2010),24200
2016,Lewisham,female, 2: professional occupations (SOC2010),19700
2016,Merton,female, 2: professional occupations (SOC2010),15300
2016,Newham,female, 2: professional occupations (SOC2010),15100
2016,Redbridge,female, 2: professional occupations (SOC2010),15500
2016,Richmond upon Thames,female, 2: professional occupations (SOC2010),18300
2016,Southwark,female, 2: professional occupations (SOC2010),18900
2016,Sutton,female, 2: professional occupations (SOC2010),9200
2016,Tower Hamlets,female, 2: professional occupations (SOC2010),18900
2016,Waltham Forest,female, 2: professional occupations (SOC2010),14500
2016,Wandsworth,female, 2: professional occupations (SOC2010),25400
2016,Westminster,female, 2: professional occupations (SOC2010),12000
2017,Barking and Dagenham,female, 2: professional occupations (SOC2010),7800
2017,Barnet,female, 2: professional occupations (SOC2010),31800
2017,Bexley,female, 2: professional occupations (SOC2010),9500
2017,Brent,female, 2: professional occupations (SOC2010),15000
2017,Bromley,female, 2: professional occupations (SOC2010),20500
2017,Camden,female, 2: professional occupations (SOC2010),22000
2017,Croydon,female, 2: professional occupations (SOC2010),20500
2017,Ealing,female, 2: professional occupations (SOC2010),25500
2017,Enfield,female, 2: professional occupations (SOC2010),17600
2017,Greenwich,female, 2: professional occupations (SOC2010),19000
2017,Hackney,female, 2: professional occupations (SOC2010),22200
2017,Hammersmith and Fulham,female, 2: professional occupations (SOC2010),13400
2017,Haringey,female, 2: professional occupations (SOC2010),19200
2017,Harrow,female, 2: professional occupations (SOC2010),15800
2017,Havering,female, 2: professional occupations (SOC2010),16200
2017,Hillingdon,female, 2: professional occupations (SOC2010),17500
2017,Hounslow,female, 2: professional occupations (SOC2010),7800
2017,Islington,female, 2: professional occupations (SOC2010),19400
2017,Kensington and Chelsea,female, 2: professional occupations (SOC2010),8700
2017,Kingston upon Thames,female, 2: professional occupations (SOC2010),13900
2017,Lambeth,female, 2: professional occupations (SOC2010),33500
2017,Lewisham,female, 2: professional occupations (SOC2010),19900
2017,Merton,female, 2: professional occupations (SOC2010),13000
2017,Newham,female, 2: professional occupations (SOC2010),15300
2017,Redbridge,female, 2: professional occupations (SOC2010),13800
2017,Richmond upon Thames,female, 2: professional occupations (SOC2010),13000
2017,Southwark,female, 2: professional occupations (SOC2010),25900
2017,Sutton,female, 2: professional occupations (SOC2010),15200
2017,Tower Hamlets,female, 2: professional occupations (SOC2010),15000
2017,Waltham Forest,female, 2: professional occupations (SOC2010),15000
2017,Wandsworth,female, 2: professional occupations (SOC2010),30800
2017,Westminster,female, 2: professional occupations (SOC2010),14300
2004,Barking and Dagenham,male, 3: associate prof & tech occupations (SOC2010),4400
2004,Barnet,male, 3: associate prof & tech occupations (SOC2010),17500
2004,Bexley,male, 3: associate prof & tech occupations (SOC2010),10200
2004,Brent,male, 3: associate prof & tech occupations (SOC2010),6700
2004,Bromley,male, 3: associate prof & tech occupations (SOC2010),12200
2004,Camden,male, 3: associate prof & tech occupations (SOC2010),13900
2004,Croydon,male, 3: associate prof & tech occupations (SOC2010),17700
2004,Ealing,male, 3: associate prof & tech occupations (SOC2010),17200
2004,Enfield,male, 3: associate prof & tech occupations (SOC2010),9900
2004,Greenwich,male, 3: associate prof & tech occupations (SOC2010),9000
2004,Hackney,male, 3: associate prof & tech occupations (SOC2010),8200
2004,Hammersmith and Fulham,male, 3: associate prof & tech occupations (SOC2010),11700
2004,Haringey,male, 3: associate prof & tech occupations (SOC2010),9700
2004,Harrow,male, 3: associate prof & tech occupations (SOC2010),8200
2004,Havering,male, 3: associate prof & tech occupations (SOC2010),8800
2004,Hillingdon,male, 3: associate prof & tech occupations (SOC2010),11000
2004,Hounslow,male, 3: associate prof & tech occupations (SOC2010),7300
2004,Islington,male, 3: associate prof & tech occupations (SOC2010),8700
2004,Kensington and Chelsea,male, 3: associate prof & tech occupations (SOC2010),13900
2004,Kingston upon Thames,male, 3: associate prof & tech occupations (SOC2010),8400
2004,Lambeth,male, 3: associate prof & tech occupations (SOC2010),12900
2004,Lewisham,male, 3: associate prof & tech occupations (SOC2010),14200
2004,Merton,male, 3: associate prof & tech occupations (SOC2010),7400
2004,Newham,male, 3: associate prof & tech occupations (SOC2010),7400
2004,Redbridge,male, 3: associate prof & tech occupations (SOC2010),10600
2004,Richmond upon Thames,male, 3: associate prof & tech occupations (SOC2010),12800
2004,Southwark,male, 3: associate prof & tech occupations (SOC2010),13200
2004,Sutton,male, 3: associate prof & tech occupations (SOC2010),9400
2004,Tower Hamlets,male, 3: associate prof & tech occupations (SOC2010),6400
2004,Waltham Forest,male, 3: associate prof & tech occupations (SOC2010),10000
2004,Wandsworth,male, 3: associate prof & tech occupations (SOC2010),22700
2004,Westminster,male, 3: associate prof & tech occupations (SOC2010),13500
2005,Barking and Dagenham,male, 3: associate prof & tech occupations (SOC2010),3500
2005,Barnet,male, 3: associate prof & tech occupations (SOC2010),17900
2005,Bexley,male, 3: associate prof & tech occupations (SOC2010),8800
2005,Brent,male, 3: associate prof & tech occupations (SOC2010),11700
2005,Bromley,male, 3: associate prof & tech occupations (SOC2010),15800
2005,Camden,male, 3: associate prof & tech occupations (SOC2010),13600
2005,Croydon,male, 3: associate prof & tech occupations (SOC2010),15700
2005,Ealing,male, 3: associate prof & tech occupations (SOC2010),13200
2005,Enfield,male, 3: associate prof & tech occupations (SOC2010),8400
2005,Greenwich,male, 3: associate prof & tech occupations (SOC2010),8000
2005,Hackney,male, 3: associate prof & tech occupations (SOC2010),9300
2005,Hammersmith and Fulham,male, 3: associate prof & tech occupations (SOC2010),12100
2005,Haringey,male, 3: associate prof & tech occupations (SOC2010),10500
2005,Harrow,male, 3: associate prof & tech occupations (SOC2010),10200
2005,Havering,male, 3: associate prof & tech occupations (SOC2010),9400
2005,Hillingdon,male, 3: associate prof & tech occupations (SOC2010),9300
2005,Hounslow,male, 3: associate prof & tech occupations (SOC2010),11400
2005,Islington,male, 3: associate prof & tech occupations (SOC2010),8100
2005,Kensington and Chelsea,male, 3: associate prof & tech occupations (SOC2010),14100
2005,Kingston upon Thames,male, 3: associate prof & tech occupations (SOC2010),7700
2005,Lambeth,male, 3: associate prof & tech occupations (SOC2010),16300
2005,Lewisham,male, 3: associate prof & tech occupations (SOC2010),13900
2005,Merton,male, 3: associate prof & tech occupations (SOC2010),11000
2005,Newham,male, 3: associate prof & tech occupations (SOC2010),12500
2005,Redbridge,male, 3: associate prof & tech occupations (SOC2010),10000
2005,Richmond upon Thames,male, 3: associate prof & tech occupations (SOC2010),14900
2005,Southwark,male, 3: associate prof & tech occupations (SOC2010),14400
2005,Sutton,male, 3: associate prof & tech occupations (SOC2010),8000
2005,Tower Hamlets,male, 3: associate prof & tech occupations (SOC2010),11200
2005,Waltham Forest,male, 3: associate prof & tech occupations (SOC2010),10300
2005,Wandsworth,male, 3: associate prof & tech occupations (SOC2010),17100
2005,Westminster,male, 3: associate prof & tech occupations (SOC2010),13000
2006,Barking and Dagenham,male, 3: associate prof & tech occupations (SOC2010),3900
2006,Barnet,male, 3: associate prof & tech occupations (SOC2010),12100
2006,Bexley,male, 3: associate prof & tech occupations (SOC2010),11400
2006,Brent,male, 3: associate prof & tech occupations (SOC2010),11400
2006,Bromley,male, 3: associate prof & tech occupations (SOC2010),18700
2006,Camden,male, 3: associate prof & tech occupations (SOC2010),13600
2006,Croydon,male, 3: associate prof & tech occupations (SOC2010),14500
2006,Ealing,male, 3: associate prof & tech occupations (SOC2010),13100
2006,Enfield,male, 3: associate prof & tech occupations (SOC2010),8000
2006,Greenwich,male, 3: associate prof & tech occupations (SOC2010),8500
2006,Hackney,male, 3: associate prof & tech occupations (SOC2010),8400
2006,Hammersmith and Fulham,male, 3: associate prof & tech occupations (SOC2010),9100
2006,Haringey,male, 3: associate prof & tech occupations (SOC2010),13900
2006,Harrow,male, 3: associate prof & tech occupations (SOC2010),8600
2006,Havering,male, 3: associate prof & tech occupations (SOC2010),7100
2006,Hillingdon,male, 3: associate prof & tech occupations (SOC2010),10700
2006,Hounslow,male, 3: associate prof & tech occupations (SOC2010),12500
2006,Islington,male, 3: associate prof & tech occupations (SOC2010),9000
2006,Kensington and Chelsea,male, 3: associate prof & tech occupations (SOC2010),14700
2006,Kingston upon Thames,male, 3: associate prof & tech occupations (SOC2010),8300
2006,Lambeth,male, 3: associate prof & tech occupations (SOC2010),15000
2006,Lewisham,male, 3: associate prof & tech occupations (SOC2010),8700
2006,Merton,male, 3: associate prof & tech occupations (SOC2010),12100
2006,Newham,male, 3: associate prof & tech occupations (SOC2010),8600
2006,Redbridge,male, 3: associate prof & tech occupations (SOC2010),8600
2006,Richmond upon Thames,male, 3: associate prof & tech occupations (SOC2010),12000
2006,Southwark,male, 3: associate prof & tech occupations (SOC2010),14600
2006,Sutton,male, 3: associate prof & tech occupations (SOC2010),9400
2006,Tower Hamlets,male, 3: associate prof & tech occupations (SOC2010),9700
2006,Waltham Forest,male, 3: associate prof & tech occupations (SOC2010),7800
2006,Wandsworth,male, 3: associate prof & tech occupations (SOC2010),17600
2006,Westminster,male, 3: associate prof & tech occupations (SOC2010),12500
2007,Barking and Dagenham,male, 3: associate prof & tech occupations (SOC2010),3000
2007,Barnet,male, 3: associate prof & tech occupations (SOC2010),14200
2007,Bexley,male, 3: associate prof & tech occupations (SOC2010),8300
2007,Brent,male, 3: associate prof & tech occupations (SOC2010),15200
2007,Bromley,male, 3: associate prof & tech occupations (SOC2010),19300
2007,Camden,male, 3: associate prof & tech occupations (SOC2010),14500
2007,Croydon,male, 3: associate prof & tech occupations (SOC2010),13200
2007,Ealing,male, 3: associate prof & tech occupations (SOC2010),9700
2007,Enfield,male, 3: associate prof & tech occupations (SOC2010),10300
2007,Greenwich,male, 3: associate prof & tech occupations (SOC2010),8500
2007,Hackney,male, 3: associate prof & tech occupations (SOC2010),9900
2007,Hammersmith and Fulham,male, 3: associate prof & tech occupations (SOC2010),14900
2007,Haringey,male, 3: associate prof & tech occupations (SOC2010),12500
2007,Harrow,male, 3: associate prof & tech occupations (SOC2010),7800
2007,Havering,male, 3: associate prof & tech occupations (SOC2010),8600
2007,Hillingdon,male, 3: associate prof & tech occupations (SOC2010),12900
2007,Hounslow,male, 3: associate prof & tech occupations (SOC2010),15600
2007,Islington,male, 3: associate prof & tech occupations (SOC2010),9900
2007,Kensington and Chelsea,male, 3: associate prof & tech occupations (SOC2010),13700
2007,Kingston upon Thames,male, 3: associate prof & tech occupations (SOC2010),10400
2007,Lambeth,male, 3: associate prof & tech occupations (SOC2010),17900
2007,Lewisham,male, 3: associate prof & tech occupations (SOC2010),10500
2007,Merton,male, 3: associate prof & tech occupations (SOC2010),11500
2007,Newham,male, 3: associate prof & tech occupations (SOC2010),10200
2007,Redbridge,male, 3: associate prof & tech occupations (SOC2010),12300
2007,Richmond upon Thames,male, 3: associate prof & tech occupations (SOC2010),11000
2007,Southwark,male, 3: associate prof & tech occupations (SOC2010),15300
2007,Sutton,male, 3: associate prof & tech occupations (SOC2010),8800
2007,Tower Hamlets,male, 3: associate prof & tech occupations (SOC2010),11000
2007,Waltham Forest,male, 3: associate prof & tech occupations (SOC2010),6600
2007,Wandsworth,male, 3: associate prof & tech occupations (SOC2010),23900
2007,Westminster,male, 3: associate prof & tech occupations (SOC2010),15400
2008,Barking and Dagenham,male, 3: associate prof & tech occupations (SOC2010),3000
2008,Barnet,male, 3: associate prof & tech occupations (SOC2010),16800
2008,Bexley,male, 3: associate prof & tech occupations (SOC2010),10200
2008,Brent,male, 3: associate prof & tech occupations (SOC2010),10700
2008,Bromley,male, 3: associate prof & tech occupations (SOC2010),18900
2008,Camden,male, 3: associate prof & tech occupations (SOC2010),16900
2008,Croydon,male, 3: associate prof & tech occupations (SOC2010),18800
2008,Ealing,male, 3: associate prof & tech occupations (SOC2010),15400
2008,Enfield,male, 3: associate prof & tech occupations (SOC2010),12100
2008,Greenwich,male, 3: associate prof & tech occupations (SOC2010),11400
2008,Hackney,male, 3: associate prof & tech occupations (SOC2010),12500
2008,Hammersmith and Fulham,male, 3: associate prof & tech occupations (SOC2010),14100
2008,Haringey,male, 3: associate prof & tech occupations (SOC2010),11900
2008,Harrow,male, 3: associate prof & tech occupations (SOC2010),8300
2008,Havering,male, 3: associate prof & tech occupations (SOC2010),9400
2008,Hillingdon,male, 3: associate prof & tech occupations (SOC2010),8600
2008,Hounslow,male, 3: associate prof & tech occupations (SOC2010),8500
2008,Islington,male, 3: associate prof & tech occupations (SOC2010),11500
2008,Kensington and Chelsea,male, 3: associate prof & tech occupations (SOC2010),10700
2008,Kingston upon Thames,male, 3: associate prof & tech occupations (SOC2010),8000
2008,Lambeth,male, 3: associate prof & tech occupations (SOC2010),14200
2008,Lewisham,male, 3: associate prof & tech occupations (SOC2010),13900
2008,Merton,male, 3: associate prof & tech occupations (SOC2010),12400
2008,Newham,male, 3: associate prof & tech occupations (SOC2010),8500
2008,Redbridge,male, 3: associate prof & tech occupations (SOC2010),9900
2008,Richmond upon Thames,male, 3: associate prof & tech occupations (SOC2010),12700
2008,Southwark,male, 3: associate prof & tech occupations (SOC2010),20000
2008,Sutton,male, 3: associate prof & tech occupations (SOC2010),10500
2008,Tower Hamlets,male, 3: associate prof & tech occupations (SOC2010),13800
2008,Waltham Forest,male, 3: associate prof & tech occupations (SOC2010),10400
2008,Wandsworth,male, 3: associate prof & tech occupations (SOC2010),21100
2008,Westminster,male, 3: associate prof & tech occupations (SOC2010),15600
2009,Barking and Dagenham,male, 3: associate prof & tech occupations (SOC2010),4700
2009,Barnet,male, 3: associate prof & tech occupations (SOC2010),19600
2009,Bexley,male, 3: associate prof & tech occupations (SOC2010),10100
2009,Brent,male, 3: associate prof & tech occupations (SOC2010),7300
2009,Bromley,male, 3: associate prof & tech occupations (SOC2010),21500
2009,Camden,male, 3: associate prof & tech occupations (SOC2010),11900
2009,Croydon,male, 3: associate prof & tech occupations (SOC2010),18200
2009,Ealing,male, 3: associate prof & tech occupations (SOC2010),12100
2009,Enfield,male, 3: associate prof & tech occupations (SOC2010),9300
2009,Greenwich,male, 3: associate prof & tech occupations (SOC2010),7700
2009,Hackney,male, 3: associate prof & tech occupations (SOC2010),12700
2009,Hammersmith and Fulham,male, 3: associate prof & tech occupations (SOC2010),13300
2009,Haringey,male, 3: associate prof & tech occupations (SOC2010),13900
2009,Harrow,male, 3: associate prof & tech occupations (SOC2010),8100
2009,Havering,male, 3: associate prof & tech occupations (SOC2010),8300
2009,Hillingdon,male, 3: associate prof & tech occupations (SOC2010),8500
2009,Hounslow,male, 3: associate prof & tech occupations (SOC2010),9500
2009,Islington,male, 3: associate prof & tech occupations (SOC2010),12200
2009,Kensington and Chelsea,male, 3: associate prof & tech occupations (SOC2010),12900
2009,Kingston upon Thames,male, 3: associate prof & tech occupations (SOC2010),10500
2009,Lambeth,male, 3: associate prof & tech occupations (SOC2010),18300
2009,Lewisham,male, 3: associate prof & tech occupations (SOC2010),16800
2009,Merton,male, 3: associate prof & tech occupations (SOC2010),8600
2009,Newham,male, 3: associate prof & tech occupations (SOC2010),6000
2009,Redbridge,male, 3: associate prof & tech occupations (SOC2010),6600
2009,Richmond upon Thames,male, 3: associate prof & tech occupations (SOC2010),11400
2009,Southwark,male, 3: associate prof & tech occupations (SOC2010),13300
2009,Sutton,male, 3: associate prof & tech occupations (SOC2010),9900
2009,Tower Hamlets,male, 3: associate prof & tech occupations (SOC2010),14700
2009,Waltham Forest,male, 3: associate prof & tech occupations (SOC2010),8800
2009,Wandsworth,male, 3: associate prof & tech occupations (SOC2010),16300
2009,Westminster,male, 3: associate prof & tech occupations (SOC2010),19700
2010,Barking and Dagenham,male, 3: associate prof & tech occupations (SOC2010),3700
2010,Barnet,male, 3: associate prof & tech occupations (SOC2010),18900
2010,Bexley,male, 3: associate prof & tech occupations (SOC2010),9600
2010,Brent,male, 3: associate prof & tech occupations (SOC2010),8400
2010,Bromley,male, 3: associate prof & tech occupations (SOC2010),14300
2010,Camden,male, 3: associate prof & tech occupations (SOC2010),13800
2010,Croydon,male, 3: associate prof & tech occupations (SOC2010),19100
2010,Ealing,male, 3: associate prof & tech occupations (SOC2010),14200
2010,Enfield,male, 3: associate prof & tech occupations (SOC2010),10500
2010,Greenwich,male, 3: associate prof & tech occupations (SOC2010),12000
2010,Hackney,male, 3: associate prof & tech occupations (SOC2010),13900
2010,Hammersmith and Fulham,male, 3: associate prof & tech occupations (SOC2010),14300
2010,Haringey,male, 3: associate prof & tech occupations (SOC2010),14800
2010,Harrow,male, 3: associate prof & tech occupations (SOC2010),7900
2010,Havering,male, 3: associate prof & tech occupations (SOC2010),11500
2010,Hillingdon,male, 3: associate prof & tech occupations (SOC2010),10800
2010,Hounslow,male, 3: associate prof & tech occupations (SOC2010),11500
2010,Islington,male, 3: associate prof & tech occupations (SOC2010),11600
2010,Kensington and Chelsea,male, 3: associate prof & tech occupations (SOC2010),9700
2010,Kingston upon Thames,male, 3: associate prof & tech occupations (SOC2010),7100
2010,Lambeth,male, 3: associate prof & tech occupations (SOC2010),21300
2010,Lewisham,male, 3: associate prof & tech occupations (SOC2010),14000
2010,Merton,male, 3: associate prof & tech occupations (SOC2010),7200
2010,Newham,male, 3: associate prof & tech occupations (SOC2010),6700
2010,Redbridge,male, 3: associate prof & tech occupations (SOC2010),14100
2010,Richmond upon Thames,male, 3: associate prof & tech occupations (SOC2010),12100
2010,Southwark,male, 3: associate prof & tech occupations (SOC2010),21400
2010,Sutton,male, 3: associate prof & tech occupations (SOC2010),8800
2010,Tower Hamlets,male, 3: associate prof & tech occupations (SOC2010),16100
2010,Waltham Forest,male, 3: associate prof & tech occupations (SOC2010),11200
2010,Wandsworth,male, 3: associate prof & tech occupations (SOC2010),18700
2010,Westminster,male, 3: associate prof & tech occupations (SOC2010),16900
2011,Barking and Dagenham,male, 3: associate prof & tech occupations (SOC2010),5800
2011,Barnet,male, 3: associate prof & tech occupations (SOC2010),14700
2011,Bexley,male, 3: associate prof & tech occupations (SOC2010),8600
2011,Brent,male, 3: associate prof & tech occupations (SOC2010),6100
2011,Bromley,male, 3: associate prof & tech occupations (SOC2010),15100
2011,Camden,male, 3: associate prof & tech occupations (SOC2010),14100
2011,Croydon,male, 3: associate prof & tech occupations (SOC2010),20600
2011,Ealing,male, 3: associate prof & tech occupations (SOC2010),12500
2011,Enfield,male, 3: associate prof & tech occupations (SOC2010),13700
2011,Greenwich,male, 3: associate prof & tech occupations (SOC2010),7900
2011,Hackney,male, 3: associate prof & tech occupations (SOC2010),11300
2011,Hammersmith and Fulham,male, 3: associate prof & tech occupations (SOC2010),11700
2011,Haringey,male, 3: associate prof & tech occupations (SOC2010),9300
2011,Harrow,male, 3: associate prof & tech occupations (SOC2010),10500
2011,Havering,male, 3: associate prof & tech occupations (SOC2010),8200
2011,Hillingdon,male, 3: associate prof & tech occupations (SOC2010),11100
2011,Hounslow,male, 3: associate prof & tech occupations (SOC2010),13400
2011,Islington,male, 3: associate prof & tech occupations (SOC2010),10500
2011,Kensington and Chelsea,male, 3: associate prof & tech occupations (SOC2010),12000
2011,Kingston upon Thames,male, 3: associate prof & tech occupations (SOC2010),5800
2011,Lambeth,male, 3: associate prof & tech occupations (SOC2010),16600
2011,Lewisham,male, 3: associate prof & tech occupations (SOC2010),18400
2011,Merton,male, 3: associate prof & tech occupations (SOC2010),8000
2011,Newham,male, 3: associate prof & tech occupations (SOC2010),6600
2011,Redbridge,male, 3: associate prof & tech occupations (SOC2010),9700
2011,Richmond upon Thames,male, 3: associate prof & tech occupations (SOC2010),12900
2011,Southwark,male, 3: associate prof & tech occupations (SOC2010),17100
2011,Sutton,male, 3: associate prof & tech occupations (SOC2010),9400
2011,Tower Hamlets,male, 3: associate prof & tech occupations (SOC2010),20000
2011,Waltham Forest,male, 3: associate prof & tech occupations (SOC2010),7800
2011,Wandsworth,male, 3: associate prof & tech occupations (SOC2010),19000
2011,Westminster,male, 3: associate prof & tech occupations (SOC2010),17600
2012,Barking and Dagenham,male, 3: associate prof & tech occupations (SOC2010),5500
2012,Barnet,male, 3: associate prof & tech occupations (SOC2010),12600
2012,Bexley,male, 3: associate prof & tech occupations (SOC2010),8900
2012,Brent,male, 3: associate prof & tech occupations (SOC2010),13100
2012,Bromley,male, 3: associate prof & tech occupations (SOC2010),16800
2012,Camden,male, 3: associate prof & tech occupations (SOC2010),12500
2012,Croydon,male, 3: associate prof & tech occupations (SOC2010),15000
2012,Ealing,male, 3: associate prof & tech occupations (SOC2010),10900
2012,Enfield,male, 3: associate prof & tech occupations (SOC2010),14400
2012,Greenwich,male, 3: associate prof & tech occupations (SOC2010),8100
2012,Hackney,male, 3: associate prof & tech occupations (SOC2010),18800
2012,Hammersmith and Fulham,male, 3: associate prof & tech occupations (SOC2010),12500
2012,Haringey,male, 3: associate prof & tech occupations (SOC2010),17300
2012,Harrow,male, 3: associate prof & tech occupations (SOC2010),8800
2012,Havering,male, 3: associate prof & tech occupations (SOC2010),9500
2012,Hillingdon,male, 3: associate prof & tech occupations (SOC2010),11500
2012,Hounslow,male, 3: associate prof & tech occupations (SOC2010),8000
2012,Islington,male, 3: associate prof & tech occupations (SOC2010),12700
2012,Kensington and Chelsea,male, 3: associate prof & tech occupations (SOC2010),12700
2012,Kingston upon Thames,male, 3: associate prof & tech occupations (SOC2010),8200
2012,Lambeth,male, 3: associate prof & tech occupations (SOC2010),19500
2012,Lewisham,male, 3: associate prof & tech occupations (SOC2010),17900
2012,Merton,male, 3: associate prof & tech occupations (SOC2010),10300
2012,Newham,male, 3: associate prof & tech occupations (SOC2010),5300
2012,Redbridge,male, 3: associate prof & tech occupations (SOC2010),11100
2012,Richmond upon Thames,male, 3: associate prof & tech occupations (SOC2010),13400
2012,Southwark,male, 3: associate prof & tech occupations (SOC2010),17000
2012,Sutton,male, 3: associate prof & tech occupations (SOC2010),7200
2012,Tower Hamlets,male, 3: associate prof & tech occupations (SOC2010),16000
2012,Waltham Forest,male, 3: associate prof & tech occupations (SOC2010),8900
2012,Wandsworth,male, 3: associate prof & tech occupations (SOC2010),19400
2012,Westminster,male, 3: associate prof & tech occupations (SOC2010),13600
2013,Barking and Dagenham,male, 3: associate prof & tech occupations (SOC2010),3600
2013,Barnet,male, 3: associate prof & tech occupations (SOC2010),12400
2013,Bexley,male, 3: associate prof & tech occupations (SOC2010),9600
2013,Brent,male, 3: associate prof & tech occupations (SOC2010),9100
2013,Bromley,male, 3: associate prof & tech occupations (SOC2010),18000
2013,Camden,male, 3: associate prof & tech occupations (SOC2010),10500
2013,Croydon,male, 3: associate prof & tech occupations (SOC2010),14600
2013,Ealing,male, 3: associate prof & tech occupations (SOC2010),14600
2013,Enfield,male, 3: associate prof & tech occupations (SOC2010),13600
2013,Greenwich,male, 3: associate prof & tech occupations (SOC2010),7700
2013,Hackney,male, 3: associate prof & tech occupations (SOC2010),12900
2013,Hammersmith and Fulham,male, 3: associate prof & tech occupations (SOC2010),14000
2013,Haringey,male, 3: associate prof & tech occupations (SOC2010),16600
2013,Harrow,male, 3: associate prof & tech occupations (SOC2010),10800
2013,Havering,male, 3: associate prof & tech occupations (SOC2010),10200
2013,Hillingdon,male, 3: associate prof & tech occupations (SOC2010),12800
2013,Hounslow,male, 3: associate prof & tech occupations (SOC2010),8900
2013,Islington,male, 3: associate prof & tech occupations (SOC2010),10000
2013,Kensington and Chelsea,male, 3: associate prof & tech occupations (SOC2010),11500
2013,Kingston upon Thames,male, 3: associate prof & tech occupations (SOC2010),7000
2013,Lambeth,male, 3: associate prof & tech occupations (SOC2010),23000
2013,Lewisham,male, 3: associate prof & tech occupations (SOC2010),20000
2013,Merton,male, 3: associate prof & tech occupations (SOC2010),10900
2013,Newham,male, 3: associate prof & tech occupations (SOC2010),8700
2013,Redbridge,male, 3: associate prof & tech occupations (SOC2010),12400
2013,Richmond upon Thames,male, 3: associate prof & tech occupations (SOC2010),11400
2013,Southwark,male, 3: associate prof & tech occupations (SOC2010),17100
2013,Sutton,male, 3: associate prof & tech occupations (SOC2010),11200
2013,Tower Hamlets,male, 3: associate prof & tech occupations (SOC2010),14400
2013,Waltham Forest,male, 3: associate prof & tech occupations (SOC2010),8900
2013,Wandsworth,male, 3: associate prof & tech occupations (SOC2010),21700
2013,Westminster,male, 3: associate prof & tech occupations (SOC2010),18800
2015,Barking and Dagenham,male, 3: associate prof & tech occupations (SOC2010),4800
2015,Barnet,male, 3: associate prof & tech occupations (SOC2010),16200
2015,Bexley,male, 3: associate prof & tech occupations (SOC2010),7300
2015,Brent,male, 3: associate prof & tech occupations (SOC2010),9600
2015,Bromley,male, 3: associate prof & tech occupations (SOC2010),17100
2015,Camden,male, 3: associate prof & tech occupations (SOC2010),16100
2015,Croydon,male, 3: associate prof & tech occupations (SOC2010),13600
2015,Ealing,male, 3: associate prof & tech occupations (SOC2010),10500
2015,Enfield,male, 3: associate prof & tech occupations (SOC2010),11400
2015,Greenwich,male, 3: associate prof & tech occupations (SOC2010),12000
